idxcell,idycell,idzcell,x_center_um,y_center_um,z_center_um,region_type,temperature_K,cell_volume_um3
2,54,5,0.011,0.115,0.045,CORE,330.678031535875,4.000000000000005e-08
3,54,5,0.013000000000000001,0.115,0.045,CORE,331.80505361887504,4.000000000000005e-08
4,54,5,0.015,0.115,0.045,CORE,330.56015810225,4.000000000000005e-08
5,54,5,0.017,0.115,0.045,CORE,327.59539177875,4.000000000000001e-08
6,54,5,0.019,0.115,0.045,CORE,322.84264157675,4.000000000000008e-08
7,54,5,0.025,0.115,0.045,X+,319.99011974975,2.000000000000002e-07
1,55,5,0.005,0.11699999999999999,0.045,X-,329.22803398425003,1.9999999999999883e-07
2,55,5,0.011,0.11699999999999999,0.045,CORE,330.17142975912503,3.999999999999977e-08
3,55,5,0.013000000000000001,0.11699999999999999,0.045,CORE,330.78804784249996,3.999999999999977e-08
4,55,5,0.015,0.11699999999999999,0.045,CORE,329.365445297875,3.999999999999977e-08
5,55,5,0.017,0.11699999999999999,0.045,CORE,326.42969042674997,3.9999999999999736e-08
6,55,5,0.019,0.11699999999999999,0.045,CORE,321.963062135,3.99999999999998e-08
7,55,5,0.025,0.11699999999999999,0.045,X+,319.33636386125005,1.999999999999988e-07
1,56,5,0.005,0.119,0.045,X-,329.08498315024997,2.0000000000000023e-07
2,56,5,0.011,0.119,0.045,CORE,329.57323984375,4.000000000000005e-08
3,56,5,0.013000000000000001,0.119,0.045,CORE,329.673213337375,4.000000000000005e-08
4,56,5,0.015,0.119,0.045,CORE,328.205354752375,4.000000000000005e-08
5,56,5,0.017,0.119,0.045,CORE,325.423423290375,4.000000000000001e-08
6,56,5,0.019,0.119,0.045,CORE,321.50366902425,4.000000000000008e-08
7,56,5,0.025,0.119,0.045,X+,319.286270835,2.000000000000002e-07
1,57,5,0.005,0.121,0.045,X-,328.9511936515,2.0000000000000023e-07
2,57,5,0.011,0.121,0.045,CORE,329.047043347125,4.000000000000005e-08
3,57,5,0.013000000000000001,0.121,0.045,CORE,328.662166248875,4.000000000000005e-08
4,57,5,0.015,0.121,0.045,CORE,327.13558169625003,4.000000000000005e-08
5,57,5,0.017,0.121,0.045,CORE,324.568772355625,4.000000000000001e-08
6,57,5,0.019,0.121,0.045,CORE,321.147387220625,4.000000000000008e-08
7,57,5,0.025,0.121,0.045,X+,319.2469536675,2.000000000000002e-07
1,58,5,0.005,0.123,0.045,X-,328.82750593975004,2.0000000000000023e-07
2,58,5,0.011,0.123,0.045,CORE,328.63226120499996,4.000000000000005e-08
3,58,5,0.013000000000000001,0.123,0.045,CORE,327.848003499,4.000000000000005e-08
4,58,5,0.015,0.123,0.045,CORE,326.25983073375,4.000000000000005e-08
5,58,5,0.017,0.123,0.045,CORE,323.886278206,4.000000000000001e-08
6,58,5,0.019,0.123,0.045,CORE,320.86252337674995,4.000000000000008e-08
7,58,5,0.025,0.123,0.045,X+,319.21316128125005,2.000000000000002e-07
1,59,5,0.005,0.125,0.045,X-,328.71395279750004,2.0000000000000023e-07
2,59,5,0.011,0.125,0.045,CORE,328.3041458815,4.000000000000005e-08
3,59,5,0.013000000000000001,0.125,0.045,CORE,327.22544651875,4.000000000000005e-08
4,59,5,0.015,0.125,0.045,CORE,325.5848734005,4.000000000000005e-08
5,59,5,0.017,0.125,0.045,CORE,323.35338813550004,4.000000000000001e-08
6,59,5,0.019,0.125,0.045,CORE,320.63847831112497,4.000000000000008e-08
7,59,5,0.025,0.125,0.045,X+,319.18337308025,2.000000000000002e-07
1,60,5,0.005,0.127,0.045,X-,328.6094206755,2.0000000000000023e-07
2,60,5,0.011,0.127,0.045,CORE,328.0515475615,4.000000000000005e-08
3,60,5,0.013000000000000001,0.127,0.045,CORE,326.76029125775,4.000000000000005e-08
4,60,5,0.015,0.127,0.045,CORE,325.06714292674997,4.000000000000005e-08
5,60,5,0.017,0.127,0.045,CORE,322.93565271525,4.000000000000001e-08
6,60,5,0.019,0.127,0.045,CORE,320.46027101875,4.000000000000008e-08
7,60,5,0.025,0.127,0.045,X+,319.1566143925,2.000000000000002e-07
1,61,5,0.005,0.129,0.045,X-,328.5131986665,2.0000000000000023e-07
2,61,5,0.011,0.129,0.045,CORE,327.8537859155,4.000000000000005e-08
3,61,5,0.013000000000000001,0.129,0.045,CORE,326.41363830875,4.000000000000005e-08
4,61,5,0.015,0.129,0.045,CORE,324.68441080749994,4.000000000000005e-08
5,61,5,0.017,0.129,0.045,CORE,322.632699706875,4.000000000000001e-08
6,61,5,0.019,0.129,0.045,CORE,320.330939932875,4.000000000000008e-08
7,61,5,0.025,0.129,0.045,X+,319.132398614,2.000000000000002e-07
1,62,5,0.005,0.131,0.045,X-,328.42475463625,2.0000000000000023e-07
2,62,5,0.011,0.131,0.045,CORE,327.69751680987497,4.000000000000005e-08
3,62,5,0.013000000000000001,0.131,0.045,CORE,326.153537948375,4.000000000000005e-08
4,62,5,0.015,0.131,0.045,CORE,324.393995337375,4.000000000000005e-08
5,62,5,0.017,0.131,0.045,CORE,322.401142187,4.000000000000001e-08
6,62,5,0.019,0.131,0.045,CORE,320.23075334074997,4.000000000000008e-08
7,62,5,0.025,0.131,0.045,X+,319.110416069,2.000000000000002e-07
1,63,5,0.005,0.133,0.045,X-,328.34353034725,2.0000000000000023e-07
2,63,5,0.011,0.133,0.045,CORE,327.566232637125,4.000000000000005e-08
3,63,5,0.013000000000000001,0.133,0.045,CORE,325.949101397,4.000000000000005e-08
4,63,5,0.015,0.133,0.045,CORE,324.17466208199994,4.000000000000005e-08
5,63,5,0.017,0.133,0.045,CORE,322.225624159375,4.000000000000001e-08
6,63,5,0.019,0.133,0.045,CORE,320.150817669625,4.000000000000008e-08
7,63,5,0.025,0.133,0.045,X+,319.0904433175,2.000000000000002e-07
1,64,5,0.005,0.135,0.045,X-,328.2693285345,2.0000000000000023e-07
2,64,5,0.011,0.135,0.045,CORE,327.45693141887494,4.000000000000005e-08
3,64,5,0.013000000000000001,0.135,0.045,CORE,325.788965983375,4.000000000000005e-08
4,64,5,0.015,0.135,0.045,CORE,324.00782053725,4.000000000000005e-08
5,64,5,0.017,0.135,0.045,CORE,322.09483985912505,4.000000000000001e-08
6,64,5,0.019,0.135,0.045,CORE,320.08990547900004,4.000000000000008e-08
7,64,5,0.025,0.135,0.045,X+,319.07237465075,2.000000000000002e-07
1,65,5,0.005,0.137,0.045,X-,328.20180440175,2.0000000000000023e-07
2,65,5,0.011,0.137,0.045,CORE,327.365961271375,4.000000000000005e-08
3,65,5,0.013000000000000001,0.137,0.045,CORE,325.66282475962504,4.000000000000005e-08
4,65,5,0.015,0.137,0.045,CORE,323.875573914625,4.000000000000005e-08
5,65,5,0.017,0.137,0.045,CORE,321.991125181,4.000000000000001e-08
6,65,5,0.019,0.137,0.045,CORE,320.04135694725,4.000000000000008e-08
7,65,5,0.025,0.137,0.045,X+,319.0560799835,2.000000000000002e-07
1,66,5,0.005,0.139,0.045,X-,328.140482413,2.0000000000000023e-07
2,66,5,0.011,0.139,0.045,CORE,327.28999400125,4.000000000000005e-08
3,66,5,0.013000000000000001,0.139,0.045,CORE,325.563983192125,4.000000000000005e-08
4,66,5,0.015,0.139,0.045,CORE,323.77258591975004,4.000000000000005e-08
5,66,5,0.017,0.139,0.045,CORE,321.90994548575,4.000000000000001e-08
6,66,5,0.019,0.139,0.045,CORE,320.00226567987494,4.000000000000008e-08
7,66,5,0.025,0.139,0.045,X+,319.041351433,2.000000000000002e-07
1,67,5,0.005,0.14100000000000001,0.045,X-,328.0851748645,1.9999999999999745e-07
2,67,5,0.011,0.14100000000000001,0.045,CORE,327.22556305775,3.999999999999949e-08
3,67,5,0.013000000000000001,0.14100000000000001,0.045,CORE,325.485201977125,3.999999999999949e-08
4,67,5,0.015,0.14100000000000001,0.045,CORE,323.69284046275,3.999999999999949e-08
5,67,5,0.017,0.14100000000000001,0.045,CORE,321.847000098625,3.999999999999946e-08
6,67,5,0.019,0.14100000000000001,0.045,CORE,319.970426007875,3.9999999999999524e-08
7,67,5,0.025,0.14100000000000001,0.045,X+,319.02808004075,1.9999999999999742e-07
1,68,5,0.005,0.143,0.045,X-,328.03564860924996,2.0000000000000023e-07
2,68,5,0.011,0.143,0.045,CORE,327.17019698700005,4.000000000000005e-08
3,68,5,0.013000000000000001,0.143,0.045,CORE,325.42147972612497,4.000000000000005e-08
4,68,5,0.015,0.143,0.045,CORE,323.630405676125,4.000000000000005e-08
5,68,5,0.017,0.143,0.045,CORE,321.7978177455,4.000000000000001e-08
6,68,5,0.019,0.143,0.045,CORE,319.9446329835,4.000000000000008e-08
7,68,5,0.025,0.143,0.045,X+,319.01622774074997,2.000000000000002e-07
1,69,5,0.005,0.145,0.045,X-,327.99173552,2.0000000000000023e-07
2,69,5,0.011,0.145,0.045,CORE,327.12302288974996,4.000000000000005e-08
3,69,5,0.013000000000000001,0.145,0.045,CORE,325.370466960375,4.000000000000005e-08
4,69,5,0.015,0.145,0.045,CORE,323.58146207512493,4.000000000000005e-08
5,69,5,0.017,0.145,0.045,CORE,321.75903736737496,4.000000000000001e-08
6,69,5,0.019,0.145,0.045,CORE,319.92376718450004,4.000000000000008e-08
7,69,5,0.025,0.145,0.045,X+,319.00576012325,2.000000000000002e-07
1,70,5,0.005,0.147,0.045,X-,327.9535126405,2.0000000000000023e-07
2,70,5,0.011,0.147,0.045,CORE,327.082639509875,4.000000000000005e-08
3,70,5,0.013000000000000001,0.147,0.045,CORE,325.327780588625,4.000000000000005e-08
4,70,5,0.015,0.147,0.045,CORE,323.540524346,4.000000000000005e-08
5,70,5,0.017,0.147,0.045,CORE,321.72677193487493,4.000000000000001e-08
6,70,5,0.019,0.147,0.045,CORE,319.906465714875,4.000000000000008e-08
7,70,5,0.025,0.147,0.045,X+,318.99664145400004,2.000000000000002e-07
1,71,5,0.005,0.149,0.045,X-,327.92108907475,2.0000000000000023e-07
2,71,5,0.011,0.149,0.045,CORE,327.04813451912497,4.000000000000005e-08
3,71,5,0.013000000000000001,0.149,0.045,CORE,325.289603322,4.000000000000005e-08
4,71,5,0.015,0.149,0.045,CORE,323.50406230725,4.000000000000005e-08
5,71,5,0.017,0.149,0.045,CORE,321.69940968225,4.000000000000001e-08
6,71,5,0.019,0.149,0.045,CORE,319.89179677674997,4.000000000000008e-08
7,71,5,0.025,0.149,0.045,X+,318.988872123,2.000000000000002e-07
1,72,5,0.005,0.151,0.045,X-,327.894324594,2.0000000000000023e-07
2,72,5,0.011,0.151,0.045,CORE,327.0192792355,4.000000000000005e-08
3,72,5,0.013000000000000001,0.151,0.045,CORE,325.25756785475005,4.000000000000005e-08
4,72,5,0.015,0.151,0.045,CORE,323.47372547375005,4.000000000000005e-08
5,72,5,0.017,0.151,0.045,CORE,321.676795037625,4.000000000000001e-08
6,72,5,0.019,0.151,0.045,CORE,319.879734195125,4.000000000000008e-08
7,72,5,0.025,0.151,0.045,X+,318.98242743,2.000000000000002e-07
1,73,5,0.005,0.153,0.045,X-,327.8730038215,2.0000000000000023e-07
2,73,5,0.011,0.153,0.045,CORE,326.995671716125,4.000000000000005e-08
3,73,5,0.013000000000000001,0.153,0.045,CORE,325.231816146125,4.000000000000005e-08
4,73,5,0.015,0.153,0.045,CORE,323.450268710375,4.000000000000005e-08
5,73,5,0.017,0.153,0.045,CORE,321.659200092625,4.000000000000001e-08
6,73,5,0.019,0.153,0.045,CORE,319.870203530375,4.000000000000008e-08
7,73,5,0.025,0.153,0.045,X+,318.97725161475,2.000000000000002e-07
1,74,5,0.005,0.155,0.045,X-,327.85693348150005,2.0000000000000023e-07
2,74,5,0.011,0.155,0.045,CORE,326.97749505575,4.000000000000005e-08
3,74,5,0.013000000000000001,0.155,0.045,CORE,325.21243677475,4.000000000000005e-08
4,74,5,0.015,0.155,0.045,CORE,323.433850296625,4.000000000000005e-08
5,74,5,0.017,0.155,0.045,CORE,321.647424264625,4.000000000000001e-08
6,74,5,0.019,0.155,0.045,CORE,319.863649301,4.000000000000008e-08
7,74,5,0.025,0.155,0.045,X+,318.9733337465,2.000000000000002e-07
1,75,5,0.005,0.157,0.045,X-,327.84603163350005,2.0000000000000023e-07
2,75,5,0.011,0.157,0.045,CORE,326.96462388687496,4.000000000000005e-08
3,75,5,0.013000000000000001,0.157,0.045,CORE,325.19890276150005,4.000000000000005e-08
4,75,5,0.015,0.157,0.045,CORE,323.424086546,4.000000000000005e-08
5,75,5,0.017,0.157,0.045,CORE,321.64200945275,4.000000000000001e-08
6,75,5,0.019,0.157,0.045,CORE,319.86056170750004,4.000000000000008e-08
7,75,5,0.025,0.157,0.045,X+,318.97068821875,2.000000000000002e-07
1,76,5,0.005,0.159,0.045,X-,327.840400021,2.0000000000000023e-07
2,76,5,0.011,0.159,0.045,CORE,326.9578166995,4.000000000000005e-08
3,76,5,0.013000000000000001,0.159,0.045,CORE,325.19151040562497,4.000000000000005e-08
4,76,5,0.015,0.159,0.045,CORE,323.419444245875,4.000000000000005e-08
5,76,5,0.017,0.159,0.045,CORE,321.64052526624994,4.000000000000001e-08
6,76,5,0.019,0.159,0.045,CORE,319.859641198125,4.000000000000008e-08
7,76,5,0.025,0.159,0.045,X+,318.96933292225,2.000000000000002e-07
1,77,5,0.005,0.165,0.045,X-,327.838929652,1.000000000000001e-06
2,77,5,0.011,0.165,0.045,Y+,326.95615191275,2.0000000000000023e-07
3,77,5,0.013000000000000001,0.165,0.045,Y+,325.189557796,2.0000000000000023e-07
4,77,5,0.015,0.165,0.045,Y+,323.41821041875,2.0000000000000023e-07
5,77,5,0.017,0.165,0.045,Y+,321.64030739324994,2.0000000000000004e-07
6,77,5,0.019,0.165,0.045,Y+,319.85945790575,2.000000000000004e-07
7,77,5,0.025,0.165,0.045,X+,318.96898044399995,1.000000000000001e-06
1,1,6,0.005,0.005,0.055,X-,327.98798957350004,9.999999999999995e-07
2,1,6,0.011,0.005,0.055,Y-,327.12559720725,1.999999999999999e-07
3,1,6,0.013000000000000001,0.005,0.055,Y-,325.39339632450003,1.999999999999999e-07
4,1,6,0.015,0.005,0.055,Y-,323.6417343795,1.999999999999999e-07
5,1,6,0.017,0.005,0.055,Y-,321.87330903,1.9999999999999975e-07
6,1,6,0.019,0.005,0.055,Y-,320.1004458355,2.000000000000001e-07
7,1,6,0.025,0.005,0.055,X+,319.214154562,9.999999999999993e-07
1,2,6,0.005,0.011,0.055,X-,327.9895035835,1.999999999999999e-07
2,2,6,0.011,0.011,0.055,CORE,327.12728875925006,3.999999999999998e-08
3,2,6,0.013000000000000001,0.011,0.055,CORE,325.395903435,3.999999999999998e-08
4,2,6,0.015,0.011,0.055,CORE,323.644128847625,3.999999999999998e-08
5,2,6,0.017,0.011,0.055,CORE,321.874890173625,3.999999999999994e-08
6,2,6,0.019,0.011,0.055,CORE,320.101384440875,4.000000000000002e-08
7,2,6,0.025,0.011,0.055,X+,319.21451329475,1.9999999999999989e-07
1,3,6,0.005,0.013000000000000001,0.055,X-,327.99515693424996,1.999999999999999e-07
2,3,6,0.011,0.013000000000000001,0.055,CORE,327.133387280625,3.999999999999998e-08
3,3,6,0.013000000000000001,0.013000000000000001,0.055,CORE,325.402652741,3.999999999999998e-08
4,3,6,0.015,0.013000000000000001,0.055,CORE,323.6502319978749,3.999999999999998e-08
5,3,6,0.017,0.013000000000000001,0.055,CORE,321.879432607875,3.999999999999994e-08
6,3,6,0.019,0.013000000000000001,0.055,CORE,320.103980026125,4.000000000000002e-08
7,3,6,0.025,0.013000000000000001,0.055,X+,319.21587097725,1.9999999999999989e-07
1,4,6,0.005,0.015,0.055,X-,328.006093329,1.999999999999999e-07
2,4,6,0.011,0.015,0.055,CORE,327.144709709,3.999999999999998e-08
3,4,6,0.013000000000000001,0.015,0.055,CORE,325.413609531875,3.999999999999998e-08
4,4,6,0.015,0.015,0.055,CORE,323.65990994000003,3.999999999999998e-08
5,4,6,0.017,0.015,0.055,CORE,321.887087290875,3.999999999999994e-08
6,4,6,0.019,0.015,0.055,CORE,320.10839711725,4.000000000000002e-08
7,4,6,0.025,0.015,0.055,X+,319.21854655799996,1.9999999999999989e-07
1,5,6,0.005,0.017,0.055,X-,328.02239217825,1.9999999999999975e-07
2,5,6,0.011,0.017,0.055,CORE,327.16134393724997,3.999999999999994e-08
3,5,6,0.013000000000000001,0.017,0.055,CORE,325.43012788075,3.999999999999994e-08
4,5,6,0.015,0.017,0.055,CORE,323.67485664199995,3.999999999999994e-08
5,5,6,0.017,0.017,0.055,CORE,321.89864230862497,3.999999999999991e-08
6,5,6,0.019,0.017,0.055,CORE,320.115053420625,3.999999999999998e-08
7,5,6,0.025,0.017,0.055,X+,319.22257544275,1.9999999999999973e-07
1,6,6,0.005,0.019,0.055,X-,328.04413758175,2.000000000000001e-07
2,6,6,0.011,0.019,0.055,CORE,327.183496043,4.000000000000002e-08
3,6,6,0.013000000000000001,0.019,0.055,CORE,325.452553627625,4.000000000000002e-08
4,6,6,0.015,0.019,0.055,CORE,323.695990528125,4.000000000000002e-08
5,6,6,0.017,0.019,0.055,CORE,321.915564808,3.999999999999998e-08
6,6,6,0.019,0.019,0.055,CORE,320.12468248575,4.0000000000000054e-08
7,6,6,0.025,0.019,0.055,X+,319.22796366075,2.0000000000000004e-07
1,7,6,0.005,0.020999999999999998,0.055,X-,328.07138810000004,1.9999999999999975e-07
2,7,6,0.011,0.020999999999999998,0.055,CORE,327.21134254450004,3.999999999999994e-08
3,7,6,0.013000000000000001,0.020999999999999998,0.055,CORE,325.481339911375,3.999999999999994e-08
4,7,6,0.015,0.020999999999999998,0.055,CORE,323.724466145625,3.999999999999994e-08
5,7,6,0.017,0.020999999999999998,0.055,CORE,321.93876075900005,3.999999999999991e-08
6,7,6,0.019,0.020999999999999998,0.055,CORE,320.137332567625,3.999999999999998e-08
7,7,6,0.025,0.020999999999999998,0.055,X+,319.23469307475,1.9999999999999973e-07
1,8,6,0.005,0.023,0.055,X-,328.10419121150005,2.000000000000001e-07
2,8,6,0.011,0.023,0.055,CORE,327.245777195625,4.000000000000002e-08
3,8,6,0.013000000000000001,0.023,0.055,CORE,325.51823339275,4.000000000000002e-08
4,8,6,0.015,0.023,0.055,CORE,323.760434226125,4.000000000000002e-08
5,8,6,0.017,0.023,0.055,CORE,321.96716180412506,3.999999999999998e-08
6,8,6,0.019,0.023,0.055,CORE,320.15266802987503,4.0000000000000054e-08
7,8,6,0.025,0.023,0.055,X+,319.242777298,2.0000000000000004e-07
1,9,6,0.005,0.025,0.055,X-,328.14268063075,1.9999999999999975e-07
2,9,6,0.011,0.025,0.055,CORE,327.287380202875,3.999999999999994e-08
3,9,6,0.013000000000000001,0.025,0.055,CORE,325.564136139,3.999999999999994e-08
4,9,6,0.015,0.025,0.055,CORE,323.8047089255,3.999999999999994e-08
5,9,6,0.017,0.025,0.055,CORE,322.00163169725005,3.999999999999991e-08
6,9,6,0.019,0.025,0.055,CORE,320.17116632937496,3.999999999999998e-08
7,9,6,0.025,0.025,0.055,X+,319.25229461225,1.9999999999999973e-07
1,10,6,0.005,0.027,0.055,X-,328.18676911449995,2.000000000000001e-07
2,10,6,0.011,0.027,0.055,CORE,327.33671827675005,4.000000000000002e-08
3,10,6,0.013000000000000001,0.027,0.055,CORE,325.620850527125,4.000000000000002e-08
4,10,6,0.015,0.027,0.055,CORE,323.8605083735,4.000000000000002e-08
5,10,6,0.017,0.027,0.055,CORE,322.04556962562503,3.999999999999998e-08
6,10,6,0.019,0.027,0.055,CORE,320.194202644625,4.0000000000000054e-08
7,10,6,0.025,0.027,0.055,X+,319.26324916975,2.0000000000000004e-07
1,11,6,0.005,0.028999999999999998,0.055,X-,328.236385443,1.9999999999999975e-07
2,11,6,0.011,0.028999999999999998,0.055,CORE,327.39623911725,3.999999999999994e-08
3,11,6,0.013000000000000001,0.028999999999999998,0.055,CORE,325.69312564887497,3.999999999999994e-08
4,11,6,0.015,0.028999999999999998,0.055,CORE,323.93152053387496,3.999999999999994e-08
5,11,6,0.017,0.028999999999999998,0.055,CORE,322.101605887875,3.999999999999991e-08
6,11,6,0.019,0.028999999999999998,0.055,CORE,320.222988666,3.999999999999998e-08
7,11,6,0.025,0.028999999999999998,0.055,X+,319.27564811775005,1.9999999999999973e-07
1,12,6,0.005,0.031,0.055,X-,328.22054954425005,2.000000000000001e-07
2,12,6,0.011,0.031,0.055,CORE,327.43163609199996,4.000000000000002e-08
3,12,6,0.013000000000000001,0.031,0.055,CORE,325.78399101075,4.000000000000002e-08
4,12,6,0.015,0.031,0.055,CORE,324.02210143625,4.000000000000002e-08
5,12,6,0.017,0.031,0.055,CORE,322.17269362137495,3.999999999999998e-08
6,12,6,0.019,0.031,0.055,CORE,320.258002296875,4.0000000000000054e-08
7,12,6,0.025,0.031,0.055,X+,319.28956084175,2.0000000000000004e-07
1,13,6,0.005,0.033,0.055,X-,328.28185748875,2.000000000000001e-07
2,13,6,0.011,0.033,0.055,CORE,327.513493587,4.000000000000002e-08
3,13,6,0.013000000000000001,0.033,0.055,CORE,325.896206544375,4.000000000000002e-08
4,13,6,0.015,0.033,0.055,CORE,324.137828158125,4.000000000000002e-08
5,13,6,0.017,0.033,0.055,CORE,322.26388859712495,3.999999999999998e-08
6,13,6,0.019,0.033,0.055,CORE,320.30221563149996,4.0000000000000054e-08
7,13,6,0.025,0.033,0.055,X+,319.3050269815,2.0000000000000004e-07
1,14,6,0.005,0.035,0.055,X-,328.42049340125,1.9999999999999938e-07
2,14,6,0.011,0.035,0.055,CORE,327.64766382812496,3.9999999999999875e-08
3,14,6,0.013000000000000001,0.035,0.055,CORE,326.03978061025003,3.9999999999999875e-08
4,14,6,0.015,0.035,0.055,CORE,324.28817214212495,3.9999999999999875e-08
5,14,6,0.017,0.035,0.055,CORE,322.384828137625,3.999999999999984e-08
6,14,6,0.019,0.035,0.055,CORE,320.36007633375004,3.999999999999991e-08
7,14,6,0.025,0.035,0.055,X+,319.322113711,1.9999999999999933e-07
1,15,6,0.005,0.037,0.055,X-,328.49459665475,2.000000000000001e-07
2,15,6,0.011,0.037,0.055,CORE,327.76631670625,4.000000000000002e-08
3,15,6,0.013000000000000001,0.037,0.055,CORE,326.22317963300003,4.000000000000002e-08
4,15,6,0.015,0.037,0.055,CORE,324.484699455,4.000000000000002e-08
5,15,6,0.017,0.037,0.055,CORE,322.54333887025,3.999999999999998e-08
6,15,6,0.019,0.037,0.055,CORE,320.433299379375,4.0000000000000054e-08
7,15,6,0.025,0.037,0.055,X+,319.34099742,2.0000000000000004e-07
1,16,6,0.005,0.039,0.055,X-,328.575602417,2.000000000000001e-07
2,16,6,0.011,0.039,0.055,CORE,327.903976201875,4.000000000000002e-08
3,16,6,0.013000000000000001,0.039,0.055,CORE,326.44687853587504,4.000000000000002e-08
4,16,6,0.015,0.039,0.055,CORE,324.732996923375,4.000000000000002e-08
5,16,6,0.017,0.039,0.055,CORE,322.743885143875,3.999999999999998e-08
6,16,6,0.019,0.039,0.055,CORE,320.52252446025,4.0000000000000054e-08
7,16,6,0.025,0.039,0.055,X+,319.3618653945,2.0000000000000004e-07
1,17,6,0.005,0.041,0.055,X-,328.66343841475003,2.000000000000001e-07
2,17,6,0.011,0.041,0.055,CORE,328.067000291,4.000000000000002e-08
3,17,6,0.013000000000000001,0.041,0.055,CORE,326.723633612125,4.000000000000002e-08
4,17,6,0.015,0.041,0.055,CORE,325.042565017625,4.000000000000002e-08
5,17,6,0.017,0.041,0.055,CORE,322.99625710575,3.999999999999998e-08
6,17,6,0.019,0.041,0.055,CORE,320.63447412912495,4.0000000000000054e-08
7,17,6,0.025,0.041,0.055,X+,319.38485902499997,2.0000000000000004e-07
1,18,6,0.005,0.043,0.055,X-,328.758423944,1.9999999999999938e-07
2,18,6,0.011,0.043,0.055,CORE,328.26909894662504,3.9999999999999875e-08
3,18,6,0.013000000000000001,0.043,0.055,CORE,327.0799211845,3.9999999999999875e-08
4,18,6,0.015,0.043,0.055,CORE,325.443814230875,3.9999999999999875e-08
5,18,6,0.017,0.043,0.055,CORE,323.32834375225,3.999999999999984e-08
6,18,6,0.019,0.043,0.055,CORE,320.77964504412506,3.999999999999991e-08
7,18,6,0.025,0.043,0.055,X+,319.41016262575,1.9999999999999933e-07
1,19,6,0.005,0.045,0.055,X-,328.86100373175003,2.000000000000001e-07
2,19,6,0.011,0.045,0.055,CORE,328.517628187625,4.000000000000002e-08
3,19,6,0.013000000000000001,0.045,0.055,CORE,327.54112948875,4.000000000000002e-08
4,19,6,0.015,0.045,0.055,CORE,325.962016048,4.000000000000002e-08
5,19,6,0.017,0.045,0.055,CORE,323.750046038375,3.999999999999998e-08
6,19,6,0.019,0.045,0.055,CORE,320.96105651037504,4.0000000000000054e-08
7,19,6,0.025,0.045,0.055,X+,319.438046706,2.0000000000000004e-07
1,20,6,0.005,0.047,0.055,X-,328.97175121875,2.000000000000001e-07
2,20,6,0.011,0.047,0.055,CORE,328.821658686875,4.000000000000002e-08
3,20,6,0.013000000000000001,0.047,0.055,CORE,328.13492411899995,4.000000000000002e-08
4,20,6,0.015,0.047,0.055,CORE,326.629729136625,4.000000000000002e-08
5,20,6,0.017,0.047,0.055,CORE,324.278791332125,3.999999999999998e-08
6,20,6,0.019,0.047,0.055,CORE,321.182673381375,4.0000000000000054e-08
7,20,6,0.025,0.047,0.055,X+,319.46894028875,2.0000000000000004e-07
1,21,6,0.005,0.049,0.055,X-,329.0918586575,2.000000000000001e-07
2,21,6,0.011,0.049,0.055,CORE,329.20947550349996,4.000000000000002e-08
3,21,6,0.013000000000000001,0.049,0.055,CORE,328.88080981487497,4.000000000000002e-08
4,21,6,0.015,0.049,0.055,CORE,327.454608172,4.000000000000002e-08
5,21,6,0.017,0.049,0.055,CORE,324.96110672649996,3.999999999999998e-08
6,21,6,0.019,0.049,0.055,CORE,321.47565086012503,4.0000000000000054e-08
7,21,6,0.025,0.049,0.055,X+,319.50377733100004,2.0000000000000004e-07
1,22,6,0.005,0.051000000000000004,0.055,X-,329.22257531175,1.9999999999999938e-07
2,22,6,0.011,0.051000000000000004,0.055,CORE,329.70822351125,3.9999999999999875e-08
3,22,6,0.013000000000000001,0.051000000000000004,0.055,CORE,329.81188461875,3.9999999999999875e-08
4,22,6,0.015,0.051000000000000004,0.055,CORE,328.41219502312504,3.9999999999999875e-08
5,22,6,0.017,0.051000000000000004,0.055,CORE,325.77019892387494,3.999999999999984e-08
6,22,6,0.019,0.051000000000000004,0.055,CORE,321.845001758375,3.999999999999991e-08
7,22,6,0.025,0.051000000000000004,0.055,X+,319.5440981885,1.9999999999999933e-07
1,23,6,0.005,0.053,0.055,X-,329.36733974050003,2.000000000000001e-07
2,23,6,0.011,0.053,0.055,CORE,330.285460479,4.000000000000002e-08
3,23,6,0.013000000000000001,0.053,0.055,CORE,330.851047193625,4.000000000000002e-08
4,23,6,0.015,0.053,0.055,CORE,329.4675563125,4.000000000000002e-08
5,23,6,0.017,0.053,0.055,CORE,326.71888643125,3.999999999999998e-08
6,23,6,0.019,0.053,0.055,CORE,322.298716641625,4.0000000000000054e-08
7,23,6,0.025,0.053,0.055,X+,319.596259876,2.0000000000000004e-07
1,24,6,0.005,0.055,0.055,X-,329.51553373875004,2.000000000000001e-07
2,24,6,0.011,0.055,0.055,CORE,330.77298351974997,4.000000000000002e-08
3,24,6,0.013000000000000001,0.055,0.055,CORE,331.76304837712496,4.000000000000002e-08
4,24,6,0.015,0.055,0.055,CORE,330.509524313875,4.000000000000002e-08
5,24,6,0.017,0.055,0.055,CORE,327.783326777625,3.999999999999998e-08
6,24,6,0.019,0.055,0.055,CORE,323.1504508365,4.0000000000000054e-08
7,24,6,0.025,0.055,0.055,X+,320.257633292,2.0000000000000004e-07
1,25,6,0.005,0.057,0.055,X-,329.63548696174996,2.000000000000001e-07
