idxcell,idycell,idzcell,x_center_um,y_center_um,z_center_um,region_type,temperature_K,cell_volume_um3
3,49,1,0.013000000000000001,0.105,0.005,Z-,333.43564317825,4.000000000000004e-08
4,49,1,0.015,0.105,0.005,Z-,333.75225369225,4.000000000000004e-08
5,49,1,0.017,0.105,0.005,Z-,331.999006217,4e-08
6,49,1,0.019,0.105,0.005,Z-,328.1957907535,4.0000000000000074e-08
7,49,1,0.025,0.105,0.005,X+,325.7977419625,2.0000000000000015e-07
1,50,1,0.005,0.107,0.005,X-,329.762490234,2.000000000000002e-07
2,50,1,0.011,0.107,0.005,Z-,331.22933351675,4.000000000000004e-08
3,50,1,0.013000000000000001,0.107,0.005,Z-,333.291966156,4.000000000000004e-08
4,50,1,0.015,0.107,0.005,Z-,333.439165366,4.000000000000004e-08
5,50,1,0.017,0.107,0.005,Z-,331.491423822,4e-08
6,50,1,0.019,0.107,0.005,Z-,327.47528167425,4.0000000000000074e-08
7,50,1,0.025,0.107,0.005,X+,324.958290924,2.0000000000000015e-07
1,51,1,0.005,0.109,0.005,X-,329.681082979,2.000000000000002e-07
2,51,1,0.011,0.109,0.005,Z-,331.14842909799995,4.000000000000004e-08
3,51,1,0.013000000000000001,0.109,0.005,Z-,333.09047334875,4.000000000000004e-08
4,51,1,0.015,0.109,0.005,Z-,332.9837009625,4.000000000000004e-08
5,51,1,0.017,0.109,0.005,Z-,330.79923555225,4e-08
6,51,1,0.019,0.109,0.005,Z-,326.66056387075,4.0000000000000074e-08
7,51,1,0.025,0.109,0.005,X+,324.1248870815,2.0000000000000015e-07
1,52,1,0.005,0.111,0.005,X-,329.59342514,2.000000000000002e-07
2,52,1,0.011,0.111,0.005,Z-,331.0404590435,4.000000000000004e-08
3,52,1,0.013000000000000001,0.111,0.005,Z-,332.815755695,4.000000000000004e-08
4,52,1,0.015,0.111,0.005,Z-,332.41072163975,4.000000000000004e-08
5,52,1,0.017,0.111,0.005,Z-,329.9310970395,4e-08
6,52,1,0.019,0.111,0.005,Z-,325.6137553335,4.0000000000000074e-08
7,52,1,0.025,0.111,0.005,X+,323.04274142450004,2.0000000000000015e-07
1,53,1,0.005,0.113,0.005,X-,329.495771717,2.000000000000002e-07
2,53,1,0.011,0.113,0.005,Z-,330.90889786774994,4.000000000000004e-08
3,53,1,0.013000000000000001,0.113,0.005,Z-,332.4177342895,4.000000000000004e-08
4,53,1,0.015,0.113,0.005,Z-,331.599046522,4.000000000000004e-08
5,53,1,0.017,0.113,0.005,Z-,328.82401332375,4e-08
6,53,1,0.019,0.113,0.005,Z-,324.23141673775,4.0000000000000074e-08
7,53,1,0.025,0.113,0.005,X+,321.4994553115,2.0000000000000015e-07
1,54,1,0.005,0.115,0.005,X-,329.3756072155,2.000000000000002e-07
2,54,1,0.011,0.115,0.005,Z-,330.636600997,4.000000000000004e-08
3,54,1,0.013000000000000001,0.115,0.005,Z-,331.740068011,4.000000000000004e-08
4,54,1,0.015,0.115,0.005,Z-,330.5247699675,4.000000000000004e-08
5,54,1,0.017,0.115,0.005,Z-,327.57235204175004,4e-08
6,54,1,0.019,0.115,0.005,Z-,322.82304765599997,4.0000000000000074e-08
7,54,1,0.025,0.115,0.005,X+,319.96838992000005,2.0000000000000015e-07
1,55,1,0.005,0.11699999999999999,0.005,X-,329.232440124,1.999999999999988e-07
2,55,1,0.011,0.11699999999999999,0.005,Z-,330.1297411485,3.999999999999976e-08
3,55,1,0.013000000000000001,0.11699999999999999,0.005,Z-,330.74814510875,3.999999999999976e-08
4,55,1,0.015,0.11699999999999999,0.005,Z-,329.36233779725,3.999999999999976e-08
5,55,1,0.017,0.11699999999999999,0.005,Z-,326.40481856225,3.999999999999973e-08
6,55,1,0.019,0.11699999999999999,0.005,Z-,321.94609551100007,3.9999999999999796e-08
7,55,1,0.025,0.11699999999999999,0.005,X+,319.33798144750006,1.9999999999999877e-07
1,56,1,0.005,0.119,0.005,X-,329.08757554650003,2.000000000000002e-07
2,56,1,0.011,0.119,0.005,Z-,329.55125798949996,4.000000000000004e-08
3,56,1,0.013000000000000001,0.119,0.005,Z-,329.628328421,4.000000000000004e-08
4,56,1,0.015,0.119,0.005,Z-,328.1642135645,4.000000000000004e-08
5,56,1,0.017,0.119,0.005,Z-,325.3874430275,4e-08
6,56,1,0.019,0.119,0.005,Z-,321.48735839949995,4.0000000000000074e-08
7,56,1,0.025,0.119,0.005,X+,319.28654146350004,2.0000000000000015e-07
1,57,1,0.005,0.121,0.005,X-,328.9535748695,2.000000000000002e-07
2,57,1,0.011,0.121,0.005,Z-,329.035420965,4.000000000000004e-08
3,57,1,0.013000000000000001,0.121,0.005,Z-,328.617781066,4.000000000000004e-08
4,57,1,0.015,0.121,0.005,Z-,327.09118956225,4.000000000000004e-08
5,57,1,0.017,0.121,0.005,Z-,324.54306350725,4e-08
6,57,1,0.019,0.121,0.005,Z-,321.1345251335,4.0000000000000074e-08
7,57,1,0.025,0.121,0.005,X+,319.2470073055,2.0000000000000015e-07
1,58,1,0.005,0.123,0.005,X-,328.8297997695,2.000000000000002e-07
2,58,1,0.011,0.123,0.005,Z-,328.61983129375,4.000000000000004e-08
3,58,1,0.013000000000000001,0.123,0.005,Z-,327.82498455775,4.000000000000004e-08
4,58,1,0.015,0.123,0.005,Z-,326.242774656,4.000000000000004e-08
5,58,1,0.017,0.123,0.005,Z-,323.86745384375,4e-08
6,58,1,0.019,0.123,0.005,Z-,320.851245786,4.0000000000000074e-08
7,58,1,0.025,0.123,0.005,X+,319.213026899,2.0000000000000015e-07
1,59,1,0.005,0.125,0.005,X-,328.715899171,2.000000000000002e-07
2,59,1,0.011,0.125,0.005,Z-,328.30384673275,4.000000000000004e-08
3,59,1,0.013000000000000001,0.125,0.005,Z-,327.22220014625,4.000000000000004e-08
4,59,1,0.015,0.125,0.005,Z-,325.57764278474997,4.000000000000004e-08
5,59,1,0.017,0.125,0.005,Z-,323.33820912249996,4e-08
6,59,1,0.019,0.125,0.005,Z-,320.62844243475,4.0000000000000074e-08
7,59,1,0.025,0.125,0.005,X+,319.183146196,2.0000000000000015e-07
1,60,1,0.005,0.127,0.005,X-,328.611219274,2.000000000000002e-07
2,60,1,0.011,0.127,0.005,Z-,328.05623137425,4.000000000000004e-08
3,60,1,0.013000000000000001,0.127,0.005,Z-,326.76460386275,4.000000000000004e-08
4,60,1,0.015,0.127,0.005,Z-,325.068673943,4.000000000000004e-08
5,60,1,0.017,0.127,0.005,Z-,322.935125396,4e-08
6,60,1,0.019,0.127,0.005,Z-,320.45869128825,4.0000000000000074e-08
7,60,1,0.025,0.127,0.005,X+,319.1565154195,2.0000000000000015e-07
1,61,1,0.005,0.129,0.005,X-,328.514685036,2.000000000000002e-07
2,61,1,0.011,0.129,0.005,Z-,327.8590936225,4.000000000000004e-08
3,61,1,0.013000000000000001,0.129,0.005,Z-,326.417217996,4.000000000000004e-08
4,61,1,0.015,0.129,0.005,Z-,324.68383624175,4.000000000000004e-08
5,61,1,0.017,0.129,0.005,Z-,322.63158658825,4e-08
6,61,1,0.019,0.129,0.005,Z-,320.32947661525,4.0000000000000074e-08
7,61,1,0.025,0.129,0.005,X+,319.1325187545,2.0000000000000015e-07
1,62,1,0.005,0.131,0.005,X-,328.42573474,2.000000000000002e-07
2,62,1,0.011,0.131,0.005,Z-,327.700092561,4.000000000000004e-08
3,62,1,0.013000000000000001,0.131,0.005,Z-,326.15495616725,4.000000000000004e-08
4,62,1,0.015,0.131,0.005,Z-,324.39729724525,4.000000000000004e-08
5,62,1,0.017,0.131,0.005,Z-,322.40520679325,4e-08
6,62,1,0.019,0.131,0.005,Z-,320.23100817475006,4.0000000000000074e-08
7,62,1,0.025,0.131,0.005,X+,319.110735301,2.0000000000000015e-07
1,63,1,0.005,0.133,0.005,X-,328.34423793400003,2.000000000000002e-07
2,63,1,0.011,0.133,0.005,Z-,327.56954437925003,4.000000000000004e-08
3,63,1,0.013000000000000001,0.133,0.005,Z-,325.95291055474996,4.000000000000004e-08
4,63,1,0.015,0.133,0.005,Z-,324.180474983,4.000000000000004e-08
5,63,1,0.017,0.133,0.005,Z-,322.23524243275006,4e-08
6,63,1,0.019,0.133,0.005,Z-,320.15568897375,4.0000000000000074e-08
7,63,1,0.025,0.133,0.005,X+,319.090872763,2.0000000000000015e-07
1,64,1,0.005,0.135,0.005,X-,328.2698042395,2.000000000000002e-07
2,64,1,0.011,0.135,0.005,Z-,327.46159003900004,4.000000000000004e-08
3,64,1,0.013000000000000001,0.135,0.005,Z-,325.794295153,4.000000000000004e-08
4,64,1,0.015,0.135,0.005,Z-,324.01142521199995,4.000000000000004e-08
5,64,1,0.017,0.135,0.005,Z-,322.103646065,4e-08
6,64,1,0.019,0.135,0.005,Z-,320.09620244025,4.0000000000000074e-08
7,64,1,0.025,0.135,0.005,X+,319.07274870699996,2.0000000000000015e-07
1,65,1,0.005,0.137,0.005,X-,328.2019810185,2.000000000000002e-07
2,65,1,0.011,0.137,0.005,Z-,327.37071562150004,4.000000000000004e-08
3,65,1,0.013000000000000001,0.137,0.005,Z-,325.667852375,4.000000000000004e-08
4,65,1,0.015,0.137,0.005,Z-,323.8770763835,4.000000000000004e-08
5,65,1,0.017,0.137,0.005,Z-,321.99735877625,4e-08
6,65,1,0.019,0.137,0.005,Z-,320.0465459575,4.0000000000000074e-08
7,65,1,0.025,0.137,0.005,X+,319.056272604,2.0000000000000015e-07
1,66,1,0.005,0.139,0.005,X-,328.14044149100005,2.000000000000002e-07
2,66,1,0.011,0.139,0.005,Z-,327.29346103425,4.000000000000004e-08
3,66,1,0.013000000000000001,0.139,0.005,Z-,325.5659677195,4.000000000000004e-08
4,66,1,0.015,0.139,0.005,Z-,323.7692369005,4.000000000000004e-08
5,66,1,0.017,0.139,0.005,Z-,321.9104081655,4e-08
6,66,1,0.019,0.139,0.005,Z-,320.004588439,4.0000000000000074e-08
7,66,1,0.025,0.139,0.005,X+,319.0413794865,2.0000000000000015e-07
1,67,1,0.005,0.14100000000000001,0.005,X-,328.0849759365,1.9999999999999742e-07
2,67,1,0.011,0.14100000000000001,0.005,Z-,327.226504358,3.9999999999999485e-08
3,67,1,0.013000000000000001,0.14100000000000001,0.005,Z-,325.4814092875,3.9999999999999485e-08
4,67,1,0.015,0.14100000000000001,0.005,Z-,323.68225921975,3.9999999999999485e-08
5,67,1,0.017,0.14100000000000001,0.005,Z-,321.84057974875,3.999999999999945e-08
6,67,1,0.019,0.14100000000000001,0.005,Z-,319.96972315824996,3.999999999999952e-08
7,67,1,0.025,0.14100000000000001,0.005,X+,319.02801946299996,1.9999999999999737e-07
1,68,1,0.005,0.143,0.005,X-,328.035274887,2.000000000000002e-07
2,68,1,0.011,0.143,0.005,Z-,327.16798029775,4.000000000000004e-08
3,68,1,0.013000000000000001,0.143,0.005,Z-,325.4102615045,4.000000000000004e-08
4,68,1,0.015,0.143,0.005,Z-,323.612397118,4.000000000000004e-08
5,68,1,0.017,0.143,0.005,Z-,321.7861565705,4e-08
6,68,1,0.019,0.143,0.005,Z-,319.94173415874997,4.0000000000000074e-08
7,68,1,0.025,0.143,0.005,X+,319.016112112,2.0000000000000015e-07
1,69,1,0.005,0.145,0.005,X-,327.9909925895,2.000000000000002e-07
2,69,1,0.011,0.145,0.005,Z-,327.11856738125,4.000000000000004e-08
3,69,1,0.013000000000000001,0.145,0.005,Z-,325.354430699,4.000000000000004e-08
4,69,1,0.015,0.145,0.005,Z-,323.55979181375,4.000000000000004e-08
5,69,1,0.017,0.145,0.005,Z-,321.746325077,4e-08
6,69,1,0.019,0.145,0.005,Z-,319.92067172425,4.0000000000000074e-08
7,69,1,0.025,0.145,0.005,X+,319.005557697,2.0000000000000015e-07
1,70,1,0.005,0.147,0.005,X-,327.9521080185,2.000000000000002e-07
2,70,1,0.011,0.147,0.005,Z-,327.0780946605,4.000000000000004e-08
3,70,1,0.013000000000000001,0.147,0.005,Z-,325.3138698335,4.000000000000004e-08
4,70,1,0.015,0.147,0.005,Z-,323.52426607525,4.000000000000004e-08
5,70,1,0.017,0.147,0.005,Z-,321.7194961525,4e-08
6,70,1,0.019,0.147,0.005,Z-,319.90523415124994,4.0000000000000074e-08
7,70,1,0.025,0.147,0.005,X+,318.9963497835,2.0000000000000015e-07
1,71,1,0.005,0.149,0.005,X-,327.919018658,2.000000000000002e-07
2,71,1,0.011,0.149,0.005,Z-,327.04488698775,4.000000000000004e-08
3,71,1,0.013000000000000001,0.149,0.005,Z-,325.284328836,4.000000000000004e-08
4,71,1,0.015,0.149,0.005,Z-,323.50131913175,4.000000000000004e-08
5,71,1,0.017,0.149,0.005,Z-,321.70194684575006,4e-08
6,71,1,0.019,0.149,0.005,Z-,319.8938462535,4.0000000000000074e-08
7,71,1,0.025,0.149,0.005,X+,318.9885347245,2.0000000000000015e-07
1,72,1,0.005,0.151,0.005,X-,327.891845349,2.000000000000002e-07
2,72,1,0.011,0.151,0.005,Z-,327.018038509,4.000000000000004e-08
3,72,1,0.013000000000000001,0.151,0.005,Z-,325.26078463650003,4.000000000000004e-08
4,72,1,0.015,0.151,0.005,Z-,323.48329758725004,4.000000000000004e-08
5,72,1,0.017,0.151,0.005,Z-,321.68869677675,4e-08
6,72,1,0.019,0.151,0.005,Z-,319.885116102,4.0000000000000074e-08
7,72,1,0.025,0.151,0.005,X+,318.982096221,2.0000000000000015e-07
1,73,1,0.005,0.153,0.005,X-,327.8702620255,2.000000000000002e-07
2,73,1,0.011,0.153,0.005,Z-,326.9975370645,4.000000000000004e-08
3,73,1,0.013000000000000001,0.153,0.005,Z-,325.24199945025,4.000000000000004e-08
4,73,1,0.015,0.153,0.005,Z-,323.46733928699996,4.000000000000004e-08
5,73,1,0.017,0.153,0.005,Z-,321.6770865825,4e-08
6,73,1,0.019,0.153,0.005,Z-,319.87782714425,4.0000000000000074e-08
7,73,1,0.025,0.153,0.005,X+,318.97697290049996,2.0000000000000015e-07
1,74,1,0.005,0.155,0.005,X-,327.854008401,2.000000000000002e-07
2,74,1,0.011,0.155,0.005,Z-,326.98276650524997,4.000000000000004e-08
3,74,1,0.013000000000000001,0.155,0.005,Z-,325.22900808725,4.000000000000004e-08
4,74,1,0.015,0.155,0.005,Z-,323.45561925775,4.000000000000004e-08
5,74,1,0.017,0.155,0.005,Z-,321.66766948775,4e-08
6,74,1,0.019,0.155,0.005,Z-,319.87186282775,4.0000000000000074e-08
7,74,1,0.025,0.155,0.005,X+,318.9731336305,2.0000000000000015e-07
1,75,1,0.005,0.157,0.005,X-,327.84322310100004,2.000000000000002e-07
2,75,1,0.011,0.157,0.005,Z-,326.97375331424996,4.000000000000004e-08
3,75,1,0.013000000000000001,0.157,0.005,Z-,325.2229131045,4.000000000000004e-08
4,75,1,0.015,0.157,0.005,Z-,323.45012542725,4.000000000000004e-08
5,75,1,0.017,0.157,0.005,Z-,321.66212033,4e-08
6,75,1,0.019,0.157,0.005,Z-,319.86805987325,4.0000000000000074e-08
7,75,1,0.025,0.157,0.005,X+,318.9705872595,2.0000000000000015e-07
1,76,1,0.005,0.159,0.005,X-,327.8380386805,2.000000000000002e-07
2,76,1,0.011,0.159,0.005,Z-,326.9703707855,4.000000000000004e-08
3,76,1,0.013000000000000001,0.159,0.005,Z-,325.22292836325,4.000000000000004e-08
4,76,1,0.015,0.159,0.005,Z-,323.449717467,4.000000000000004e-08
5,76,1,0.017,0.159,0.005,Z-,321.660317462,4e-08
6,76,1,0.019,0.159,0.005,Z-,319.86683743175,4.0000000000000074e-08
7,76,1,0.025,0.159,0.005,X+,318.9693210375,2.0000000000000015e-07
1,77,1,0.005,0.165,0.005,X-,327.836813542,1.0000000000000008e-06
2,77,1,0.011,0.165,0.005,Y+,326.96990994,2.000000000000002e-07
3,77,1,0.013000000000000001,0.165,0.005,Y+,325.224134811,2.000000000000002e-07
4,77,1,0.015,0.165,0.005,Y+,323.45037072549997,2.000000000000002e-07
5,77,1,0.017,0.165,0.005,Y+,321.66010723,2.0000000000000002e-07
6,77,1,0.019,0.165,0.005,Y+,319.8668696175,2.0000000000000036e-07
7,77,1,0.025,0.165,0.005,X+,318.969002942,1.0000000000000008e-06
1,1,2,0.005,0.005,0.015,X-,327.982937479,1.0000000000000002e-06
2,1,2,0.011,0.005,0.015,Y-,327.12226542325,2.0000000000000002e-07
3,1,2,0.013000000000000001,0.005,0.015,Y-,325.39216491,2.0000000000000002e-07
4,1,2,0.015,0.005,0.015,Y-,323.64104194124997,2.0000000000000002e-07
5,1,2,0.017,0.005,0.015,Y-,321.87323060675,1.9999999999999986e-07
6,1,2,0.019,0.005,0.015,Y-,320.100782209,2.000000000000002e-07
7,1,2,0.025,0.005,0.015,X+,319.2144506345,1e-06
1,2,2,0.005,0.011,0.015,X-,327.9844894465,2.0000000000000002e-07
2,2,2,0.011,0.011,0.015,CORE,327.124085415125,4e-08
3,2,2,0.013000000000000001,0.011,0.015,CORE,325.39406711025003,4e-08
4,2,2,0.015,0.011,0.015,CORE,323.64209396775004,4e-08
5,2,2,0.017,0.011,0.015,CORE,321.87320850387505,3.999999999999997e-08
6,2,2,0.019,0.011,0.015,CORE,320.10074353675003,4.000000000000004e-08
7,2,2,0.025,0.011,0.015,X+,319.21480516450004,2e-07
1,3,2,0.005,0.013000000000000001,0.015,X-,327.99056926175,2.0000000000000002e-07
2,3,2,0.011,0.013000000000000001,0.015,CORE,327.13059924799995,4e-08
3,3,2,0.013000000000000001,0.013000000000000001,0.015,CORE,325.40022682312497,4e-08
4,3,2,0.015,0.013000000000000001,0.015,CORE,323.645817987375,4e-08
5,3,2,0.017,0.013000000000000001,0.015,CORE,321.87436616275005,3.999999999999997e-08
6,3,2,0.019,0.013000000000000001,0.015,CORE,320.10154347925,4.000000000000004e-08
7,3,2,0.025,0.013000000000000001,0.015,X+,319.21616619575,2e-07
1,4,2,0.005,0.015,0.015,X-,328.0022619965,2.0000000000000002e-07
2,4,2,0.011,0.015,0.015,CORE,327.141902538,4e-08
3,4,2,0.013000000000000001,0.015,0.015,CORE,325.40982678775003,4e-08
4,4,2,0.015,0.015,0.015,CORE,323.65230170687505,4e-08
5,4,2,0.017,0.015,0.015,CORE,321.87872438600004,3.999999999999997e-08
6,4,2,0.019,0.015,0.015,CORE,320.10489492325,4.000000000000004e-08
7,4,2,0.025,0.015,0.015,X+,319.21883399225,2e-07
1,5,2,0.005,0.017,0.015,X-,328.01908156950003,1.9999999999999986e-07
2,5,2,0.011,0.017,0.015,CORE,327.157428195625,3.999999999999997e-08
3,5,2,0.013000000000000001,0.017,0.015,CORE,325.422332970625,3.999999999999997e-08
4,5,2,0.015,0.017,0.015,CORE,323.662255145,3.999999999999997e-08
5,5,2,0.017,0.017,0.015,CORE,321.88784679675,3.999999999999993e-08
6,5,2,0.019,0.017,0.015,CORE,320.111439628375,4e-08
7,5,2,0.025,0.017,0.015,X+,319.22280483375,1.999999999999998e-07
1,6,2,0.005,0.019,0.015,X-,328.04103119875003,2.000000000000002e-07
2,6,2,0.011,0.019,0.015,CORE,327.178188330375,4.000000000000004e-08
3,6,2,0.013000000000000001,0.019,0.015,CORE,325.440015716375,4.000000000000004e-08
4,6,2,0.015,0.019,0.015,CORE,323.67793976675,4.000000000000004e-08
5,6,2,0.017,0.019,0.015,CORE,321.9020854665,4e-08
6,6,2,0.019,0.019,0.015,CORE,320.120526931,4.0000000000000074e-08
7,6,2,0.025,0.019,0.015,X+,319.22807649175,2.0000000000000015e-07
1,7,2,0.005,0.020999999999999998,0.015,X-,328.0685191635,1.9999999999999986e-07
2,7,2,0.011,0.020999999999999998,0.015,CORE,327.20578209999996,3.999999999999997e-08
3,7,2,0.013000000000000001,0.020999999999999998,0.015,CORE,325.46669586125,3.999999999999997e-08
4,7,2,0.015,0.020999999999999998,0.015,CORE,323.702540758,3.999999999999997e-08
5,7,2,0.017,0.020999999999999998,0.015,CORE,321.922201711375,3.999999999999993e-08
6,7,2,0.019,0.020999999999999998,0.015,CORE,320.132187993125,4e-08
7,7,2,0.025,0.020999999999999998,0.015,X+,319.2347073935,1.999999999999998e-07
1,8,2,0.005,0.023,0.015,X-,328.10175341524996,2.000000000000002e-07
2,8,2,0.011,0.023,0.015,CORE,327.2410737985,4.000000000000004e-08
3,8,2,0.013000000000000001,0.023,0.015,CORE,325.50491777412503,4.000000000000004e-08
4,8,2,0.015,0.023,0.015,CORE,323.73948255412495,4.000000000000004e-08
5,8,2,0.017,0.023,0.015,CORE,321.95089905925,4e-08
6,8,2,0.019,0.023,0.015,CORE,320.14750358512504,4.0000000000000074e-08
7,8,2,0.025,0.023,0.015,X+,319.2427327935,2.0000000000000015e-07
1,9,2,0.005,0.025,0.015,X-,328.14065530475,1.9999999999999986e-07
2,9,2,0.011,0.025,0.015,CORE,327.283588809875,3.999999999999997e-08
3,9,2,0.013000000000000001,0.025,0.015,CORE,325.55322200262503,3.999999999999997e-08
4,9,2,0.015,0.025,0.015,CORE,323.787549749,3.999999999999997e-08
5,9,2,0.017,0.025,0.015,CORE,321.98892689049995,3.999999999999993e-08
6,9,2,0.019,0.025,0.015,CORE,320.1674212865,4e-08
7,9,2,0.025,0.025,0.015,X+,319.25216659975,1.999999999999998e-07
1,10,2,0.005,0.027,0.015,X-,328.1850788255,2.000000000000002e-07
2,10,2,0.011,0.027,0.015,CORE,327.334064223625,4.000000000000004e-08
3,10,2,0.013000000000000001,0.027,0.015,CORE,325.61236102662497,4.000000000000004e-08
4,10,2,0.015,0.027,0.015,CORE,323.84637628925,4.000000000000004e-08
5,10,2,0.017,0.027,0.015,CORE,322.036024289625,4e-08
6,10,2,0.019,0.027,0.015,CORE,320.19200985225,4.0000000000000074e-08
7,10,2,0.025,0.027,0.015,X+,319.26305127225004,2.0000000000000015e-07
1,11,2,0.005,0.028999999999999998,0.015,X-,328.2350028935,1.9999999999999986e-07
2,11,2,0.011,0.028999999999999998,0.015,CORE,327.39312661125,3.999999999999997e-08
3,11,2,0.013000000000000001,0.028999999999999998,0.015,CORE,325.68492228175,3.999999999999997e-08
4,11,2,0.015,0.028999999999999998,0.015,CORE,323.92021202337503,3.999999999999997e-08
5,11,2,0.017,0.028999999999999998,0.015,CORE,322.094674121625,3.999999999999993e-08
6,11,2,0.019,0.028999999999999998,0.015,CORE,320.221460502375,4e-08
7,11,2,0.025,0.028999999999999998,0.015,X+,319.27540257375,1.999999999999998e-07
1,12,2,0.005,0.031,0.015,X-,328.29069366600004,2.000000000000002e-07
2,12,2,0.011,0.031,0.015,CORE,327.462133009625,4.000000000000004e-08
3,12,2,0.013000000000000001,0.031,0.015,CORE,325.7732512845,4.000000000000004e-08
4,12,2,0.015,0.031,0.015,CORE,324.011548908,4.000000000000004e-08
5,12,2,0.017,0.031,0.015,CORE,322.16759471425,4e-08
6,12,2,0.019,0.031,0.015,CORE,320.25715165125,4.0000000000000074e-08
7,12,2,0.025,0.031,0.015,X+,319.28928147425,2.0000000000000015e-07
1,13,2,0.005,0.033,0.015,X-,328.35238177900004,2.000000000000002e-07
2,13,2,0.011,0.033,0.015,CORE,327.543801664,4.000000000000004e-08
3,13,2,0.013000000000000001,0.033,0.015,CORE,325.882989433125,4.000000000000004e-08
4,13,2,0.015,0.033,0.015,CORE,324.12552955850003,4.000000000000004e-08
5,13,2,0.017,0.033,0.015,CORE,322.259530917375,4e-08
6,13,2,0.019,0.033,0.015,CORE,320.30176352574995,4.0000000000000074e-08
7,13,2,0.025,0.033,0.015,X+,319.30476701649997,2.0000000000000015e-07
1,14,2,0.005,0.035,0.015,X-,328.42021678125,1.999999999999995e-07
2,14,2,0.011,0.035,0.015,CORE,327.6405541075,3.9999999999999895e-08
3,14,2,0.013000000000000001,0.035,0.015,CORE,326.02216106775,3.9999999999999895e-08
4,14,2,0.015,0.035,0.015,CORE,324.2731671525,3.9999999999999895e-08
5,14,2,0.017,0.035,0.015,CORE,322.37867043625,3.999999999999986e-08
6,14,2,0.019,0.035,0.015,CORE,320.358168997625,3.999999999999993e-08
7,14,2,0.025,0.035,0.015,X+,319.32190072599997,1.9999999999999944e-07
1,15,2,0.005,0.037,0.015,X-,328.49445968725,2.000000000000002e-07
2,15,2,0.011,0.037,0.015,CORE,327.756786765125,4.000000000000004e-08
3,15,2,0.013000000000000001,0.037,0.015,CORE,326.200331121875,4.000000000000004e-08
4,15,2,0.015,0.037,0.015,CORE,324.46446127125,4.000000000000004e-08
5,15,2,0.017,0.037,0.015,CORE,322.52917901675,4e-08
6,15,2,0.019,0.037,0.015,CORE,320.425876681,4.0000000000000074e-08
7,15,2,0.025,0.037,0.015,X+,319.34076947024994,2.0000000000000015e-07
1,16,2,0.005,0.039,0.015,X-,328.57550847075,2.000000000000002e-07
2,16,2,0.011,0.039,0.015,CORE,327.8957983363749,4.000000000000004e-08
3,16,2,0.013000000000000001,0.039,0.015,CORE,326.427006058125,4.000000000000004e-08
4,16,2,0.015,0.039,0.015,CORE,324.710682510125,4.000000000000004e-08
5,16,2,0.017,0.039,0.015,CORE,322.72383749499994,4e-08
6,16,2,0.019,0.039,0.015,CORE,320.512888655875,4.0000000000000074e-08
7,16,2,0.025,0.039,0.015,X+,319.36154342775,2.0000000000000015e-07
1,17,2,0.005,0.041,0.015,X-,328.66376819749996,2.000000000000002e-07
2,17,2,0.011,0.041,0.015,CORE,328.06175156225,4.000000000000004e-08
3,17,2,0.013000000000000001,0.041,0.015,CORE,326.710336497,4.000000000000004e-08
4,17,2,0.015,0.041,0.015,CORE,325.026725974125,4.000000000000004e-08
5,17,2,0.017,0.041,0.015,CORE,322.983133676375,4e-08
6,17,2,0.019,0.041,0.015,CORE,320.629097841625,4.0000000000000074e-08
7,17,2,0.025,0.041,0.015,X+,319.38444221174996,2.0000000000000015e-07
1,18,2,0.005,0.043,0.015,X-,328.759461068,1.999999999999995e-07
2,18,2,0.011,0.043,0.015,CORE,328.268513433375,3.9999999999999895e-08
3,18,2,0.013000000000000001,0.043,0.015,CORE,327.0751134535,3.9999999999999895e-08
4,18,2,0.015,0.043,0.015,CORE,325.43294445000004,3.9999999999999895e-08
5,18,2,0.017,0.043,0.015,CORE,323.31491452637505,3.999999999999986e-08
