# Xmin Xmax Ymin Ymax Zmin Zmax P_W_m3
0.012 0.014 0.092 0.094 0.06 0.07 1.18591739391e+17
0.012 0.014 0.092 0.094 0.07 0.08 1.18591739391e+17
0.012 0.014 0.094 0.096 0.01 0.02 1.2100614078e+17
0.012 0.014 0.094 0.096 0.02 0.03 1.2100614078e+17
0.012 0.014 0.094 0.096 0.03 0.04 1.2100614078e+17
0.012 0.014 0.094 0.096 0.04 0.05 1.2100614078e+17
0.012 0.014 0.094 0.096 0.05 0.06 1.2100614078e+17
0.012 0.014 0.094 0.096 0.06 0.07 1.2100614078e+17
0.012 0.014 0.094 0.096 0.07 0.08 1.2100614078e+17
0.012 0.014 0.096 0.098 0.01 0.02 1.23557331273e+17
0.012 0.014 0.096 0.098 0.02 0.03 1.23557331273e+17
0.012 0.014 0.096 0.098 0.03 0.04 1.23557331273e+17
0.012 0.014 0.096 0.098 0.04 0.05 1.23557331273e+17
0.012 0.014 0.096 0.098 0.05 0.06 1.23557331273e+17
0.012 0.014 0.096 0.098 0.06 0.07 1.23557331273e+17
0.012 0.014 0.096 0.098 0.07 0.08 1.23557331273e+17
0.012 0.014 0.098 0.1 0.01 0.02 1.26418037539e+17
0.012 0.014 0.098 0.1 0.02 0.03 1.26418037539e+17
0.012 0.014 0.098 0.1 0.03 0.04 1.26418037539e+17
0.012 0.014 0.098 0.1 0.04 0.05 1.26418037539e+17
0.012 0.014 0.098 0.1 0.05 0.06 1.26418037539e+17
0.012 0.014 0.098 0.1 0.06 0.07 1.26418037539e+17
0.012 0.014 0.098 0.1 0.07 0.08 1.26418037539e+17
0.012 0.014 0.1 0.102 0.01 0.02 1.29749303971e+17
0.012 0.014 0.1 0.102 0.02 0.03 1.29749303971e+17
0.012 0.014 0.1 0.102 0.03 0.04 1.29749303971e+17
0.012 0.014 0.1 0.102 0.04 0.05 1.29749303971e+17
0.012 0.014 0.1 0.102 0.05 0.06 1.29749303971e+17
0.012 0.014 0.1 0.102 0.06 0.07 1.29749303971e+17
0.012 0.014 0.1 0.102 0.07 0.08 1.29749303971e+17
0.012 0.014 0.102 0.104 0.01 0.02 1.3399775273e+17
0.012 0.014 0.102 0.104 0.02 0.03 1.3399775273e+17
0.012 0.014 0.102 0.104 0.03 0.04 1.3399775273e+17
0.012 0.014 0.102 0.104 0.04 0.05 1.3399775273e+17
0.012 0.014 0.102 0.104 0.05 0.06 1.3399775273e+17
0.012 0.014 0.102 0.104 0.06 0.07 1.3399775273e+17
0.012 0.014 0.102 0.104 0.07 0.08 1.3399775273e+17
0.012 0.014 0.104 0.106 0.01 0.02 1.39881236473e+17
0.012 0.014 0.104 0.106 0.02 0.03 1.39881236473e+17
0.012 0.014 0.104 0.106 0.03 0.04 1.39881236473e+17
0.012 0.014 0.104 0.106 0.04 0.05 1.39881236473e+17
0.012 0.014 0.104 0.106 0.05 0.06 1.39881236473e+17
0.012 0.014 0.104 0.106 0.06 0.07 1.39881236473e+17
0.012 0.014 0.104 0.106 0.07 0.08 1.39881236473e+17
0.012 0.014 0.106 0.108 0.01 0.02 1.48485474142e+17
0.012 0.014 0.106 0.108 0.02 0.03 1.48485474142e+17
0.012 0.014 0.106 0.108 0.03 0.04 1.48485474142e+17
0.012 0.014 0.106 0.108 0.04 0.05 1.48485474142e+17
0.012 0.014 0.106 0.108 0.05 0.06 1.48485474142e+17
0.012 0.014 0.106 0.108 0.06 0.07 1.48485474142e+17
0.012 0.014 0.106 0.108 0.07 0.08 1.48485474142e+17
0.012 0.014 0.108 0.11 0.01 0.02 1.62365728615e+17
0.012 0.014 0.108 0.11 0.02 0.03 1.62365728615e+17
0.012 0.014 0.108 0.11 0.03 0.04 1.62365728615e+17
0.012 0.014 0.108 0.11 0.04 0.05 1.62365728615e+17
0.012 0.014 0.108 0.11 0.05 0.06 1.62365728615e+17
0.012 0.014 0.108 0.11 0.06 0.07 1.62365728615e+17
0.012 0.014 0.108 0.11 0.07 0.08 1.62365728615e+17
0.012 0.014 0.11 0.112 0.01 0.02 1.85091219178e+17
0.012 0.014 0.11 0.112 0.02 0.03 1.85091219178e+17
0.012 0.014 0.11 0.112 0.03 0.04 1.85091219178e+17
0.012 0.014 0.11 0.112 0.04 0.05 1.85091219178e+17
0.012 0.014 0.11 0.112 0.05 0.06 1.85091219178e+17
0.012 0.014 0.11 0.112 0.06 0.07 1.85091219178e+17
0.012 0.014 0.11 0.112 0.07 0.08 1.85091219178e+17
0.012 0.014 0.112 0.114 0.01 0.02 2.17007850114e+17
0.012 0.014 0.112 0.114 0.02 0.03 2.17007850114e+17
0.012 0.014 0.112 0.114 0.03 0.04 2.17007850114e+17
0.012 0.014 0.112 0.114 0.04 0.05 2.17007850114e+17
0.012 0.014 0.112 0.114 0.05 0.06 2.17007850114e+17
0.012 0.014 0.112 0.114 0.06 0.07 2.17007850114e+17
0.012 0.014 0.112 0.114 0.07 0.08 2.17007850114e+17
0.012 0.014 0.114 0.116 0.01 0.02 2.16392204862e+17
0.012 0.014 0.114 0.116 0.02 0.03 2.16392204862e+17
0.012 0.014 0.114 0.116 0.03 0.04 2.16392204862e+17
0.012 0.014 0.114 0.116 0.04 0.05 2.16392204862e+17
0.012 0.014 0.114 0.116 0.05 0.06 2.16392204862e+17
0.012 0.014 0.114 0.116 0.06 0.07 2.16392204862e+17
0.012 0.014 0.114 0.116 0.07 0.08 2.16392204862e+17
0.012 0.014 0.116 0.118 0.01 0.02 1.41651597091e+17
0.012 0.014 0.116 0.118 0.02 0.03 1.41651597091e+17
0.012 0.014 0.116 0.118 0.03 0.04 1.41651597091e+17
0.012 0.014 0.116 0.118 0.04 0.05 1.41651597091e+17
0.012 0.014 0.116 0.118 0.05 0.06 1.41651597091e+17
0.012 0.014 0.116 0.118 0.06 0.07 1.41651597091e+17
0.012 0.014 0.116 0.118 0.07 0.08 1.41651597091e+17
0.012 0.014 0.118 0.12 0.01 0.02 7.59955717239e+16
0.012 0.014 0.118 0.12 0.02 0.03 7.59955717239e+16
0.012 0.014 0.118 0.12 0.03 0.04 7.59955717239e+16
0.012 0.014 0.118 0.12 0.04 0.05 7.59955717239e+16
0.012 0.014 0.118 0.12 0.05 0.06 7.59955717239e+16
0.012 0.014 0.118 0.12 0.06 0.07 7.59955717239e+16
0.012 0.014 0.118 0.12 0.07 0.08 7.59955717239e+16
0.012 0.014 0.12 0.122 0.01 0.02 3.96930883396e+16
0.012 0.014 0.12 0.122 0.02 0.03 3.96930883396e+16
0.012 0.014 0.12 0.122 0.03 0.04 3.96930883396e+16
0.012 0.014 0.12 0.122 0.04 0.05 3.96930883396e+16
0.012 0.014 0.12 0.122 0.05 0.06 3.96930883396e+16
0.012 0.014 0.12 0.122 0.06 0.07 3.96930883396e+16
0.012 0.014 0.12 0.122 0.07 0.08 3.96930883396e+16
0.012 0.014 0.122 0.124 0.01 0.02 2.07012924519e+16
0.012 0.014 0.122 0.124 0.02 0.03 2.07012924519e+16
0.012 0.014 0.122 0.124 0.03 0.04 2.07012924519e+16
0.012 0.014 0.122 0.124 0.04 0.05 2.07012924519e+16
0.012 0.014 0.122 0.124 0.05 0.06 2.07012924519e+16
0.012 0.014 0.122 0.124 0.06 0.07 2.07012924519e+16
0.012 0.014 0.122 0.124 0.07 0.08 2.07012924519e+16
0.012 0.014 0.124 0.126 0.01 0.02 1.07771288865e+16
0.012 0.014 0.124 0.126 0.02 0.03 1.07771288865e+16
0.012 0.014 0.124 0.126 0.03 0.04 1.07771288865e+16
0.012 0.014 0.124 0.126 0.04 0.05 1.07771288865e+16
0.012 0.014 0.124 0.126 0.05 0.06 1.07771288865e+16
0.012 0.014 0.124 0.126 0.06 0.07 1.07771288865e+16
0.012 0.014 0.124 0.126 0.07 0.08 1.07771288865e+16
0.012 0.014 0.126 0.128 0.01 0.02 5.56756892895e+15
0.012 0.014 0.126 0.128 0.02 0.03 5.56756892895e+15
0.012 0.014 0.126 0.128 0.03 0.04 5.56756892895e+15
0.012 0.014 0.126 0.128 0.04 0.05 5.56756892895e+15
0.012 0.014 0.126 0.128 0.05 0.06 5.56756892895e+15
0.012 0.014 0.126 0.128 0.06 0.07 5.56756892895e+15
0.012 0.014 0.126 0.128 0.07 0.08 5.56756892895e+15
0.012 0.014 0.128 0.13 0.01 0.02 2.87303665406e+15
0.012 0.014 0.128 0.13 0.02 0.03 2.87303665406e+15
0.012 0.014 0.128 0.13 0.03 0.04 2.87303665406e+15
0.012 0.014 0.128 0.13 0.04 0.05 2.87303665406e+15
0.012 0.014 0.128 0.13 0.05 0.06 2.87303665406e+15
0.012 0.014 0.128 0.13 0.06 0.07 2.87303665406e+15
0.012 0.014 0.128 0.13 0.07 0.08 2.87303665406e+15
0.012 0.014 0.13 0.132 0.01 0.02 1.49172540642e+15
0.012 0.014 0.13 0.132 0.02 0.03 1.49172540642e+15
0.012 0.014 0.13 0.132 0.03 0.04 1.49172540642e+15
0.012 0.014 0.13 0.132 0.04 0.05 1.49172540642e+15
0.012 0.014 0.13 0.132 0.05 0.06 1.49172540642e+15
0.012 0.014 0.13 0.132 0.06 0.07 1.49172540642e+15
0.012 0.014 0.13 0.132 0.07 0.08 1.49172540642e+15
0.012 0.014 0.132 0.134 0.01 0.02 7.77073395807e+14
0.012 0.014 0.132 0.134 0.02 0.03 7.77073395807e+14
0.012 0.014 0.132 0.134 0.03 0.04 7.77073395807e+14
0.012 0.014 0.132 0.134 0.04 0.05 7.77073395807e+14
0.012 0.014 0.132 0.134 0.05 0.06 7.77073395807e+14
0.012 0.014 0.132 0.134 0.06 0.07 7.77073395807e+14
0.012 0.014 0.132 0.134 0.07 0.08 7.77073395807e+14
0.012 0.014 0.134 0.136 0.01 0.02 4.08107084201e+14
0.012 0.014 0.134 0.136 0.02 0.03 4.08107084201e+14
0.012 0.014 0.134 0.136 0.03 0.04 4.08107084201e+14
0.012 0.014 0.134 0.136 0.04 0.05 4.08107084201e+14
0.012 0.014 0.134 0.136 0.05 0.06 4.08107084201e+14
0.012 0.014 0.134 0.136 0.06 0.07 4.08107084201e+14
0.012 0.014 0.134 0.136 0.07 0.08 4.08107084201e+14
0.012 0.014 0.136 0.138 0.01 0.02 2.16797508675e+14
0.012 0.014 0.136 0.138 0.02 0.03 2.16797508675e+14
0.012 0.014 0.136 0.138 0.03 0.04 2.16797508675e+14
0.012 0.014 0.136 0.138 0.04 0.05 2.16797508675e+14
0.012 0.014 0.136 0.138 0.05 0.06 2.16797508675e+14
0.012 0.014 0.136 0.138 0.06 0.07 2.16797508675e+14
0.012 0.014 0.136 0.138 0.07 0.08 2.16797508675e+14
0.012 0.014 0.138 0.14 0.01 0.02 1.16600503522e+14
0.012 0.014 0.138 0.14 0.02 0.03 1.16600503522e+14
0.012 0.014 0.138 0.14 0.03 0.04 1.16600503522e+14
0.012 0.014 0.138 0.14 0.04 0.05 1.16600503522e+14
0.012 0.014 0.138 0.14 0.05 0.06 1.16600503522e+14
0.012 0.014 0.138 0.14 0.06 0.07 1.16600503522e+14
0.012 0.014 0.138 0.14 0.07 0.08 1.16600503522e+14
0.012 0.014 0.14 0.142 0.01 0.02 6.21352563629e+13
0.012 0.014 0.14 0.142 0.02 0.03 6.21352563629e+13
0.012 0.014 0.14 0.142 0.03 0.04 6.21352563629e+13
0.012 0.014 0.14 0.142 0.04 0.05 6.21352563629e+13
0.012 0.014 0.14 0.142 0.05 0.06 6.21352563629e+13
0.012 0.014 0.14 0.142 0.06 0.07 6.21352563629e+13
0.012 0.014 0.14 0.142 0.07 0.08 6.21352563629e+13
0.012 0.014 0.142 0.144 0.01 0.02 3.37048893936e+13
0.012 0.014 0.142 0.144 0.02 0.03 3.37048893936e+13
0.012 0.014 0.142 0.144 0.03 0.04 3.37048893936e+13
0.012 0.014 0.142 0.144 0.04 0.05 3.37048893936e+13
0.012 0.014 0.142 0.144 0.05 0.06 3.37048893936e+13
0.012 0.014 0.142 0.144 0.06 0.07 3.37048893936e+13
0.012 0.014 0.142 0.144 0.07 0.08 3.37048893936e+13
0.012 0.014 0.144 0.146 0.01 0.02 1.88455878399e+13
0.012 0.014 0.144 0.146 0.02 0.03 1.88455878399e+13
0.012 0.014 0.144 0.146 0.03 0.04 1.88455878399e+13
0.012 0.014 0.144 0.146 0.04 0.05 1.88455878399e+13
0.012 0.014 0.144 0.146 0.05 0.06 1.88455878399e+13
0.012 0.014 0.144 0.146 0.06 0.07 1.88455878399e+13
0.012 0.014 0.144 0.146 0.07 0.08 1.88455878399e+13
0.012 0.014 0.146 0.148 0.01 0.02 1.05584585067e+13
0.012 0.014 0.146 0.148 0.02 0.03 1.05584585067e+13
0.012 0.014 0.146 0.148 0.03 0.04 1.05584585067e+13
0.012 0.014 0.146 0.148 0.04 0.05 1.05584585067e+13
0.012 0.014 0.146 0.148 0.05 0.06 1.05584585067e+13
0.012 0.014 0.146 0.148 0.06 0.07 1.05584585067e+13
0.012 0.014 0.146 0.148 0.07 0.08 1.05584585067e+13
0.012 0.014 0.148 0.15 0.01 0.02 5.77748196049e+12
0.012 0.014 0.148 0.15 0.02 0.03 5.77748196049e+12
0.012 0.014 0.148 0.15 0.03 0.04 5.77748196049e+12
0.012 0.014 0.148 0.15 0.04 0.05 5.77748196049e+12
0.012 0.014 0.148 0.15 0.05 0.06 5.77748196049e+12
0.012 0.014 0.148 0.15 0.06 0.07 5.77748196049e+12
0.012 0.014 0.148 0.15 0.07 0.08 5.77748196049e+12
0.012 0.014 0.15 0.152 0.01 0.02 3.47013042482e+12
0.012 0.014 0.15 0.152 0.02 0.03 3.47013042482e+12
0.012 0.014 0.15 0.152 0.03 0.04 3.47013042482e+12
0.012 0.014 0.15 0.152 0.04 0.05 3.47013042482e+12
0.012 0.014 0.15 0.152 0.05 0.06 3.47013042482e+12
0.012 0.014 0.15 0.152 0.06 0.07 3.47013042482e+12
0.012 0.014 0.15 0.152 0.07 0.08 3.47013042482e+12
0.012 0.014 0.152 0.154 0.01 0.02 1.96563417448e+12
0.012 0.014 0.152 0.154 0.02 0.03 1.96563417448e+12
0.012 0.014 0.152 0.154 0.03 0.04 1.96563417448e+12
0.012 0.014 0.152 0.154 0.04 0.05 1.96563417448e+12
0.012 0.014 0.152 0.154 0.05 0.06 1.96563417448e+12
0.012 0.014 0.152 0.154 0.06 0.07 1.96563417448e+12
0.012 0.014 0.152 0.154 0.07 0.08 1.96563417448e+12
0.012 0.014 0.154 0.156 0.01 0.02 1.27595320762e+12
0.012 0.014 0.154 0.156 0.02 0.03 1.27595320762e+12
0.012 0.014 0.154 0.156 0.03 0.04 1.27595320762e+12
0.012 0.014 0.154 0.156 0.04 0.05 1.27595320762e+12
0.012 0.014 0.154 0.156 0.05 0.06 1.27595320762e+12
0.012 0.014 0.154 0.156 0.06 0.07 1.27595320762e+12
0.012 0.014 0.154 0.156 0.07 0.08 1.27595320762e+12
0.012 0.014 0.156 0.158 0.01 0.02 864681464489
0.012 0.014 0.156 0.158 0.02 0.03 864681464489
0.012 0.014 0.156 0.158 0.03 0.04 864681464489
0.012 0.014 0.156 0.158 0.04 0.05 864681464489
0.012 0.014 0.156 0.158 0.05 0.06 864681464489
0.012 0.014 0.156 0.158 0.06 0.07 864681464489
0.012 0.014 0.156 0.158 0.07 0.08 864681464489
0.012 0.014 0.158 0.16 0.01 0.02 709016918427
0.012 0.014 0.158 0.16 0.02 0.03 709016918427
0.012 0.014 0.158 0.16 0.03 0.04 709016918427
0.012 0.014 0.158 0.16 0.04 0.05 709016918427
0.012 0.014 0.158 0.16 0.05 0.06 709016918427
0.012 0.014 0.158 0.16 0.06 0.07 709016918427
0.012 0.014 0.158 0.16 0.07 0.08 709016918427
0.014 0.016 0.01 0.012 0.01 0.02 8.48818449241e+12
0.014 0.016 0.01 0.012 0.02 0.03 8.48818449241e+12
0.014 0.016 0.01 0.012 0.03 0.04 8.48818449241e+12
0.014 0.016 0.01 0.012 0.04 0.05 8.48818449241e+12
0.014 0.016 0.01 0.012 0.05 0.06 8.48818449241e+12
0.014 0.016 0.01 0.012 0.06 0.07 8.48818449241e+12
0.014 0.016 0.01 0.012 0.07 0.08 8.48818449241e+12
0.014 0.016 0.012 0.014 0.01 0.02 1.05591968421e+13
0.014 0.016 0.012 0.014 0.02 0.03 1.05591968421e+13
0.014 0.016 0.012 0.014 0.03 0.04 1.05591968421e+13
0.014 0.016 0.012 0.014 0.04 0.05 1.05591968421e+13
0.014 0.016 0.012 0.014 0.05 0.06 1.05591968421e+13
0.014 0.016 0.012 0.014 0.06 0.07 1.05591968421e+13
0.014 0.016 0.012 0.014 0.07 0.08 1.05591968421e+13
0.014 0.016 0.014 0.016 0.01 0.02 1.56375395243e+13
0.014 0.016 0.014 0.016 0.02 0.03 1.56375395243e+13
0.014 0.016 0.014 0.016 0.03 0.04 1.56375395243e+13
0.014 0.016 0.014 0.016 0.04 0.05 1.56375395243e+13
0.014 0.016 0.014 0.016 0.05 0.06 1.56375395243e+13
0.014 0.016 0.014 0.016 0.06 0.07 1.56375395243e+13
0.014 0.016 0.014 0.016 0.07 0.08 1.56375395243e+13
0.014 0.016 0.016 0.018 0.01 0.02 2.39504997993e+13
0.014 0.016 0.016 0.018 0.02 0.03 2.39504997993e+13
0.014 0.016 0.016 0.018 0.03 0.04 2.39504997993e+13
0.014 0.016 0.016 0.018 0.04 0.05 2.39504997993e+13
0.014 0.016 0.016 0.018 0.05 0.06 2.39504997993e+13
0.014 0.016 0.016 0.018 0.06 0.07 2.39504997993e+13
0.014 0.016 0.016 0.018 0.07 0.08 2.39504997993e+13
0.014 0.016 0.018 0.02 0.01 0.02 3.99467031627e+13
0.014 0.016 0.018 0.02 0.02 0.03 3.99467031627e+13
0.014 0.016 0.018 0.02 0.03 0.04 3.99467031627e+13
0.014 0.016 0.018 0.02 0.04 0.05 3.99467031627e+13
0.014 0.016 0.018 0.02 0.05 0.06 3.99467031627e+13
0.014 0.016 0.018 0.02 0.06 0.07 3.99467031627e+13
0.014 0.016 0.018 0.02 0.07 0.08 3.99467031627e+13
0.014 0.016 0.02 0.022 0.01 0.02 6.2869401461e+13
0.014 0.016 0.02 0.022 0.02 0.03 6.2869401461e+13
0.014 0.016 0.02 0.022 0.03 0.04 6.2869401461e+13
0.014 0.016 0.02 0.022 0.04 0.05 6.2869401461e+13
0.014 0.016 0.02 0.022 0.05 0.06 6.2869401461e+13
0.014 0.016 0.02 0.022 0.06 0.07 6.2869401461e+13
0.014 0.016 0.02 0.022 0.07 0.08 6.2869401461e+13
0.014 0.016 0.022 0.024 0.01 0.02 1.04546783841e+14
0.014 0.016 0.022 0.024 0.02 0.03 1.04546783841e+14
0.014 0.016 0.022 0.024 0.03 0.04 1.04546783841e+14
0.014 0.016 0.022 0.024 0.04 0.05 1.04546783841e+14
0.014 0.016 0.022 0.024 0.05 0.06 1.04546783841e+14
0.014 0.016 0.022 0.024 0.06 0.07 1.04546783841e+14
0.014 0.016 0.022 0.024 0.07 0.08 1.04546783841e+14
0.014 0.016 0.024 0.026 0.01 0.02 1.68167614483e+14
0.014 0.016 0.024 0.026 0.02 0.03 1.68167614483e+14
0.014 0.016 0.024 0.026 0.03 0.04 1.68167614483e+14
0.014 0.016 0.024 0.026 0.04 0.05 1.68167614483e+14
0.014 0.016 0.024 0.026 0.05 0.06 1.68167614483e+14
0.014 0.016 0.024 0.026 0.06 0.07 1.68167614483e+14
0.014 0.016 0.024 0.026 0.07 0.08 1.68167614483e+14
0.014 0.016 0.026 0.028 0.01 0.02 2.69337576166e+14
0.014 0.016 0.026 0.028 0.02 0.03 2.69337576166e+14
0.014 0.016 0.026 0.028 0.03 0.04 2.69337576166e+14
0.014 0.016 0.026 0.028 0.04 0.05 2.69337576166e+14
0.014 0.016 0.026 0.028 0.05 0.06 2.69337576166e+14
0.014 0.016 0.026 0.028 0.06 0.07 2.69337576166e+14
0.014 0.016 0.026 0.028 0.07 0.08 2.69337576166e+14
0.014 0.016 0.028 0.03 0.01 0.02 4.35269069158e+14
0.014 0.016 0.028 0.03 0.02 0.03 4.35269069158e+14
0.014 0.016 0.028 0.03 0.03 0.04 4.35269069158e+14
0.014 0.016 0.028 0.03 0.04 0.05 4.35269069158e+14
0.014 0.016 0.028 0.03 0.05 0.06 4.35269069158e+14
0.014 0.016 0.028 0.03 0.06 0.07 4.35269069158e+14
0.014 0.016 0.028 0.03 0.07 0.08 4.35269069158e+14
0.014 0.016 0.03 0.032 0.01 0.02 7.01352686556e+14
0.014 0.016 0.03 0.032 0.02 0.03 7.01352686556e+14
0.014 0.016 0.03 0.032 0.03 0.04 7.01352686556e+14
0.014 0.016 0.03 0.032 0.04 0.05 7.01352686556e+14
0.014 0.016 0.03 0.032 0.05 0.06 7.01352686556e+14
0.014 0.016 0.03 0.032 0.06 0.07 7.01352686556e+14
0.014 0.016 0.03 0.032 0.07 0.08 7.01352686556e+14
0.014 0.016 0.032 0.034 0.01 0.02 1.11336770014e+15
0.014 0.016 0.032 0.034 0.02 0.03 1.11336770014e+15
0.014 0.016 0.032 0.034 0.03 0.04 1.11336770014e+15
0.014 0.016 0.032 0.034 0.04 0.05 1.11336770014e+15
0.014 0.016 0.032 0.034 0.05 0.06 1.11336770014e+15
0.014 0.016 0.032 0.034 0.06 0.07 1.11336770014e+15
0.014 0.016 0.032 0.034 0.07 0.08 1.11336770014e+15
0.014 0.016 0.034 0.036 0.01 0.02 1.76332925684e+15
0.014 0.016 0.034 0.036 0.02 0.03 1.76332925684e+15
0.014 0.016 0.034 0.036 0.03 0.04 1.76332925684e+15
0.014 0.016 0.034 0.036 0.04 0.05 1.76332925684e+15
0.014 0.016 0.034 0.036 0.05 0.06 1.76332925684e+15
0.014 0.016 0.034 0.036 0.06 0.07 1.76332925684e+15
0.014 0.016 0.034 0.036 0.07 0.08 1.76332925684e+15
0.014 0.016 0.036 0.038 0.01 0.02 2.78256813476e+15
0.014 0.016 0.036 0.038 0.02 0.03 2.78256813476e+15
0.014 0.016 0.036 0.038 0.03 0.04 2.78256813476e+15
0.014 0.016 0.036 0.038 0.04 0.05 2.78256813476e+15
0.014 0.016 0.036 0.038 0.05 0.06 2.78256813476e+15
0.014 0.016 0.036 0.038 0.06 0.07 2.78256813476e+15
0.014 0.016 0.036 0.038 0.07 0.08 2.78256813476e+15
0.014 0.016 0.038 0.04 0.01 0.02 4.37031277749e+15
0.014 0.016 0.038 0.04 0.02 0.03 4.37031277749e+15
0.014 0.016 0.038 0.04 0.03 0.04 4.37031277749e+15
0.014 0.016 0.038 0.04 0.04 0.05 4.37031277749e+15
0.014 0.016 0.038 0.04 0.05 0.06 4.37031277749e+15
0.014 0.016 0.038 0.04 0.06 0.07 4.37031277749e+15
0.014 0.016 0.038 0.04 0.07 0.08 4.37031277749e+15
0.014 0.016 0.04 0.042 0.01 0.02 6.82861002302e+15
0.014 0.016 0.04 0.042 0.02 0.03 6.82861002302e+15
0.014 0.016 0.04 0.042 0.03 0.04 6.82861002302e+15
0.014 0.016 0.04 0.042 0.04 0.05 6.82861002302e+15
0.014 0.016 0.04 0.042 0.05 0.06 6.82861002302e+15
0.014 0.016 0.04 0.042 0.06 0.07 6.82861002302e+15
0.014 0.016 0.04 0.042 0.07 0.08 6.82861002302e+15
0.014 0.016 0.042 0.044 0.01 0.02 1.06523193409e+16
0.014 0.016 0.042 0.044 0.02 0.03 1.06523193409e+16
0.014 0.016 0.042 0.044 0.03 0.04 1.06523193409e+16
0.014 0.016 0.042 0.044 0.04 0.05 1.06523193409e+16
0.014 0.016 0.042 0.044 0.05 0.06 1.06523193409e+16
0.014 0.016 0.042 0.044 0.06 0.07 1.06523193409e+16
0.014 0.016 0.042 0.044 0.07 0.08 1.06523193409e+16
0.014 0.016 0.044 0.046 0.01 0.02 1.65978587824e+16
0.014 0.016 0.044 0.046 0.02 0.03 1.65978587824e+16
0.014 0.016 0.044 0.046 0.03 0.04 1.65978587824e+16
0.014 0.016 0.044 0.046 0.04 0.05 1.65978587824e+16
0.014 0.016 0.044 0.046 0.05 0.06 1.65978587824e+16
0.014 0.016 0.044 0.046 0.06 0.07 1.65978587824e+16
0.014 0.016 0.044 0.046 0.07 0.08 1.65978587824e+16
0.014 0.016 0.046 0.048 0.01 0.02 2.58234041385e+16
0.014 0.016 0.046 0.048 0.02 0.03 2.58234041385e+16
0.014 0.016 0.046 0.048 0.03 0.04 2.58234041385e+16
0.014 0.016 0.046 0.048 0.04 0.05 2.58234041385e+16
0.014 0.016 0.046 0.048 0.05 0.06 2.58234041385e+16
0.014 0.016 0.046 0.048 0.06 0.07 2.58234041385e+16
0.014 0.016 0.046 0.048 0.07 0.08 2.58234041385e+16
0.014 0.016 0.048 0.05 0.01 0.02 4.02826686309e+16
0.014 0.016 0.048 0.05 0.02 0.03 4.02826686309e+16
0.014 0.016 0.048 0.05 0.03 0.04 4.02826686309e+16
0.014 0.016 0.048 0.05 0.04 0.05 4.02826686309e+16
0.014 0.016 0.048 0.05 0.05 0.06 4.02826686309e+16
0.014 0.016 0.048 0.05 0.06 0.07 4.02826686309e+16
0.014 0.016 0.048 0.05 0.07 0.08 4.02826686309e+16
0.014 0.016 0.05 0.052 0.01 0.02 6.26779975661e+16
0.014 0.016 0.05 0.052 0.02 0.03 6.26779975661e+16
0.014 0.016 0.05 0.052 0.03 0.04 6.26779975661e+16
0.014 0.016 0.05 0.052 0.04 0.05 6.26779975661e+16
0.014 0.016 0.05 0.052 0.05 0.06 6.26779975661e+16
0.014 0.016 0.05 0.052 0.06 0.07 6.26779975661e+16
0.014 0.016 0.05 0.052 0.07 0.08 6.26779975661e+16
0.014 0.016 0.052 0.054 0.01 0.02 9.47511061186e+16
0.014 0.016 0.052 0.054 0.02 0.03 9.47511061186e+16
0.014 0.016 0.052 0.054 0.03 0.04 9.47511061186e+16
0.014 0.016 0.052 0.054 0.04 0.05 9.47511061186e+16
0.014 0.016 0.052 0.054 0.05 0.06 9.47511061186e+16
0.014 0.016 0.052 0.054 0.06 0.07 9.47511061186e+16
0.014 0.016 0.052 0.054 0.07 0.08 9.47511061186e+16
0.014 0.016 0.054 0.056 0.01 0.02 1.30431154874e+17
0.014 0.016 0.054 0.056 0.02 0.03 1.30431154874e+17
0.014 0.016 0.054 0.056 0.03 0.04 1.30431154874e+17
0.014 0.016 0.054 0.056 0.04 0.05 1.30431154874e+17
0.014 0.016 0.054 0.056 0.05 0.06 1.30431154874e+17
0.014 0.016 0.054 0.056 0.06 0.07 1.30431154874e+17
0.014 0.016 0.054 0.056 0.07 0.08 1.30431154874e+17
0.014 0.016 0.056 0.058 0.01 0.02 1.53155691546e+17
0.014 0.016 0.056 0.058 0.02 0.03 1.53155691546e+17
0.014 0.016 0.056 0.058 0.03 0.04 1.53155691546e+17
0.014 0.016 0.056 0.058 0.04 0.05 1.53155691546e+17
0.014 0.016 0.056 0.058 0.05 0.06 1.53155691546e+17
0.014 0.016 0.056 0.058 0.06 0.07 1.53155691546e+17
0.014 0.016 0.056 0.058 0.07 0.08 1.53155691546e+17
0.014 0.016 0.058 0.06 0.01 0.02 1.58072012116e+17
0.014 0.016 0.058 0.06 0.02 0.03 1.58072012116e+17
0.014 0.016 0.058 0.06 0.03 0.04 1.58072012116e+17
0.014 0.016 0.058 0.06 0.04 0.05 1.58072012116e+17
0.014 0.016 0.058 0.06 0.05 0.06 1.58072012116e+17
0.014 0.016 0.058 0.06 0.06 0.07 1.58072012116e+17
0.014 0.016 0.058 0.06 0.07 0.08 1.58072012116e+17
0.014 0.016 0.06 0.062 0.01 0.02 1.53344257277e+17
0.014 0.016 0.06 0.062 0.02 0.03 1.53344257277e+17
0.014 0.016 0.06 0.062 0.03 0.04 1.53344257277e+17
0.014 0.016 0.06 0.062 0.04 0.05 1.53344257277e+17
