# branch	q_real(1/m)	f(THz)	vg(m/s)
5	6.2009995092e+09	2.4645500000	481.5807435995
5	6.3138020813e+09	2.4732250000	484.5615464898
5	6.4265430465e+09	2.4819440000	486.4216064641
5	6.5392840116e+09	2.4906810000	486.7281278705
5	6.6520249767e+09	2.4994110000	485.6413701568
5	6.7647659418e+09	2.5081090000	483.1334677403
5	6.8775069069e+09	2.5167490000	479.2601517860
5	6.9902478720e+09	2.5253080000	474.3000781179
5	7.1029888371e+09	2.5337700000	468.4483058128
5	7.2157298022e+09	2.5421190000	461.8998939476
5	7.3284707673e+09	2.5503460000	454.9613639287
5	7.4412117324e+09	2.5584460000	447.7163125034
5	7.5539526975e+09	2.5664130000	440.2204708364
5	7.6666936626e+09	2.5742440000	432.5295700926
5	7.7794346277e+09	2.5819350000	424.3883292644
5	7.8922371999e+09	2.5894780000	415.9752220413
5	8.0049781650e+09	2.5968670000	407.1718901039
5	8.1177191301e+09	2.6040900000	397.4468018445
5	8.2304600952e+09	2.6111300000	386.5792247065
5	8.3432010603e+09	2.6179630000	373.7610568001
5	8.4559420254e+09	2.6245430000	357.1253041043
5	8.5686829905e+09	2.6307790000	331.1545813027
5	8.6814239557e+09	2.6364270000	280.2162966661
5	8.7941649208e+09	2.6408350000	184.6094834340
5	8.9069058859e+09	2.6430520000	62.7254259940
5	9.0196468510e+09	2.6430860000	-45.3930337380
5	9.1323878161e+09	2.6414230000	-134.3399727752
5	9.2451287812e+09	2.6382650000	-216.4285762148
5	9.3579313534e+09	2.6336540000	-297.7181354109
5	9.4706723185e+09	2.6275780000	-380.2258719181
5	9.5834132836e+09	2.6200090000	-464.0734093752
5	9.6961542487e+09	2.6109240000	-549.2027636229
5	9.8088952138e+09	2.6003000000	-635.2238165075
5	9.9216361789e+09	2.5881280000	-721.5513907986
5	1.0034377144e+10	2.5744060000	-807.5445781009
5	1.0147118109e+10	2.5591480000	-892.4788732718
5	1.0259859074e+10	2.5423780000	-453.6238159732
5	1.0372600039e+10	2.5428690000	71.4473532868
5	1.0485341004e+10	2.5449420000	106.6694494469
5	1.0598081970e+10	2.5466970000	88.8912078724
5	1.0710822935e+10	2.5481320000	71.0935418329
5	1.0823625507e+10	2.5492490000	53.3480143456
5	1.0936366472e+10	2.5500470000	35.5843487314
5	1.1049107437e+10	2.5505260000	17.7782415745
5	1.1161848402e+10	2.5506850000	8.8612552048
6	0.0000000000e+00	0.5908170000	135.0923435001
6	1.1274096511e+08	0.5932410000	268.4012897263
6	2.2548193021e+08	0.6004490000	1689.4902612235
6	3.3822289532e+08	0.6538710000	3391.5479001118
6	4.5096386042e+08	0.7221600000	4091.2805398872
6	5.6370482553e+08	0.8006930000	4571.6831805518
6	6.7644579063e+08	0.8862220000	5406.2571300187
6	7.8924836283e+08	0.9947580000	5530.5593963426
6	9.0198932793e+08	1.0847490000	5052.6431328645
6	1.0147302930e+09	1.1760800000	5096.0019790870
6	1.1274712581e+09	1.2676270000	5080.2021938633
6	1.2402122232e+09	1.3583910000	5012.8789467723
6	1.3529531884e+09	1.4475220000	4904.4539656340
6	1.4656941535e+09	1.5343950000	4768.4699234969
6	1.5784351186e+09	1.6186460000	4598.7127954848
6	1.6911760837e+09	1.6994270000	4370.2428853450
6	1.8039170488e+09	1.7754790000	4079.8835166835
6	1.9166580139e+09	1.8458400000	3744.2147110312
